battery_id,brand,type,capacity_ah,voltage,derating_factor,price_NGN
BSL_48V_230Ah_3903,BSL,Tubular,230.0,48.0,0.84,264374
Growatt_24V_220Ah_3904,Growatt,Tubular,220.0,24.0,0.85,286846
Growatt_24V_50Ah_3905,Growatt,AGM,50.0,24.0,0.84,234597
Blue Carbon_12V_110Ah_3906,Blue Carbon,Gel,110.0,12.0,0.84,145972
Techfine_24V_110Ah_3907,Techfine,AGM,110.0,24.0,0.82,380476
Felicity_24V_190Ah_3908,Felicity,LiFePO4,190.0,24.0,0.82,65779
Blue Carbon_12V_90Ah_3909,Blue Carbon,Gel,90.0,12.0,0.85,87941
Genus_48V_130Ah_3910,Genus,AGM,130.0,48.0,0.82,788522
Growatt_48V_130Ah_3911,Growatt,LiFePO4,130.0,48.0,0.84,339262
Techfine_48V_200Ah_3912,Techfine,LiFePO4,200.0,48.0,0.82,368618
Luminous_48V_100Ah_3913,Luminous,Gel,100.0,48.0,0.84,258941
BSL_48V_170Ah_3914,BSL,Gel,170.0,48.0,0.82,334898
Luminous_24V_50Ah_3915,Luminous,Gel,50.0,24.0,0.82,201090
Felicity_24V_30Ah_3916,Felicity,AGM,30.0,24.0,0.83,96914
Techfine_12V_130Ah_3917,Techfine,Tubular,130.0,12.0,0.83,195823
Felicity_48V_90Ah_3918,Felicity,Tubular,90.0,48.0,0.84,116166
Pylontech_24V_240Ah_3919,Pylontech,Gel,240.0,24.0,0.83,434713
BSL_48V_170Ah_3920,BSL,AGM,170.0,48.0,0.84,271948
Techfine_12V_20Ah_3921,Techfine,Gel,20.0,12.0,0.83,368675
Techfine_24V_50Ah_3922,Techfine,AGM,50.0,24.0,0.83,374712
Pylontech_48V_300Ah_3923,Pylontech,LiFePO4,300.0,48.0,0.83,707251
Growatt_24V_30Ah_3924,Growatt,Gel,30.0,24.0,0.83,275159
Genus_48V_300Ah_3925,Genus,Gel,300.0,48.0,0.84,718981
Blue Carbon_24V_90Ah_3926,Blue Carbon,Gel,90.0,24.0,0.85,99968
Techfine_24V_290Ah_3927,Techfine,LiFePO4,290.0,24.0,0.83,352192
CWorth_48V_110Ah_3928,CWorth,Tubular,110.0,48.0,0.83,71901
Luminous_24V_110Ah_3929,Luminous,AGM,110.0,24.0,0.84,155338
Amaron Quanta_24V_40Ah_3930,Amaron Quanta,LiFePO4,40.0,24.0,0.83,813199
Felicity_12V_60Ah_3931,Felicity,Gel,60.0,12.0,0.85,55739
BYD_48V_130Ah_3932,BYD,AGM,130.0,48.0,0.84,500227
Felicity_12V_50Ah_3933,Felicity,Tubular,50.0,12.0,0.83,90543
Multipower_12V_260Ah_3934,Multipower,AGM,260.0,12.0,0.83,53126
Growatt_24V_220Ah_3935,Growatt,Tubular,220.0,24.0,0.82,232373
Luminous_12V_300Ah_3936,Luminous,Tubular,300.0,12.0,0.84,248813
Felicity_12V_20Ah_3937,Felicity,Tubular,20.0,12.0,0.84,96159
Multipower_12V_260Ah_3938,Multipower,AGM,260.0,12.0,0.85,80651
Multipower_12V_290Ah_3939,Multipower,AGM,290.0,12.0,0.82,57459
Pylontech_48V_230Ah_3940,Pylontech,LiFePO4,230.0,48.0,0.82,694030
Luminous_48V_60Ah_3941,Luminous,Tubular,60.0,48.0,0.83,222103
Felicity_12V_110Ah_3942,Felicity,LiFePO4,110.0,12.0,0.84,54383
Exulted_48V_140Ah_3943,Exulted,AGM,140.0,48.0,0.83,656395
Luminous_48V_150Ah_3944,Luminous,Gel,150.0,48.0,0.83,155064
Multipower_48V_200Ah_3945,Multipower,AGM,200.0,48.0,0.82,87788
Pylontech_12V_230Ah_3946,Pylontech,Gel,230.0,12.0,0.82,659689
Amaron Quanta_12V_20Ah_3947,Amaron Quanta,AGM,20.0,12.0,0.83,852791
CWorth_24V_210Ah_3948,CWorth,Tubular,210.0,24.0,0.84,87988
Multipower_12V_190Ah_3949,Multipower,Tubular,190.0,12.0,0.84,96832
Luminous_48V_120Ah_3950,Luminous,LiFePO4,120.0,48.0,0.85,176276
BYD_24V_30Ah_3951,BYD,Tubular,30.0,24.0,0.83,660514
BSL_24V_80Ah_3952,BSL,Tubular,80.0,24.0,0.85,360313
Amaron Quanta_24V_210Ah_3953,Amaron Quanta,Tubular,210.0,24.0,0.82,479816
Multipower_12V_270Ah_3954,Multipower,Gel,270.0,12.0,0.83,85085
Luminous_12V_240Ah_3955,Luminous,Gel,240.0,12.0,0.83,189531
Techfine_12V_60Ah_3956,Techfine,Tubular,60.0,12.0,0.82,362535
Blue Carbon_48V_40Ah_3957,Blue Carbon,AGM,40.0,48.0,0.85,97494
Growatt_24V_60Ah_3958,Growatt,LiFePO4,60.0,24.0,0.83,289147
Luminous_24V_30Ah_3959,Luminous,AGM,30.0,24.0,0.83,263272
Felicity_12V_50Ah_3960,Felicity,Tubular,50.0,12.0,0.83,142596
Blue Carbon_12V_20Ah_3961,Blue Carbon,Gel,20.0,12.0,0.83,63846
Multipower_12V_40Ah_3962,Multipower,Tubular,40.0,12.0,0.84,78174
Amaron Quanta_12V_290Ah_3963,Amaron Quanta,Tubular,290.0,12.0,0.83,891514
Growatt_24V_80Ah_3964,Growatt,AGM,80.0,24.0,0.82,278315
Luminous_24V_60Ah_3965,Luminous,Gel,60.0,24.0,0.83,371968
Growatt_48V_80Ah_3966,Growatt,Tubular,80.0,48.0,0.84,353629
Pylontech_48V_250Ah_3967,Pylontech,Gel,250.0,48.0,0.82,520957
Pylontech_24V_290Ah_3968,Pylontech,Tubular,290.0,24.0,0.84,726790
Felicity_24V_270Ah_3969,Felicity,Gel,270.0,24.0,0.85,92932
Multipower_12V_270Ah_3970,Multipower,Tubular,270.0,12.0,0.84,60623
Growatt_24V_120Ah_3971,Growatt,Tubular,120.0,24.0,0.83,283891
Luminous_48V_30Ah_3972,Luminous,AGM,30.0,48.0,0.85,196191
CWorth_48V_90Ah_3973,CWorth,LiFePO4,90.0,48.0,0.83,71037
Multipower_24V_260Ah_3974,Multipower,AGM,260.0,24.0,0.84,63457
CWorth_48V_130Ah_3975,CWorth,AGM,130.0,48.0,0.83,94634
CWorth_12V_180Ah_3976,CWorth,LiFePO4,180.0,12.0,0.84,138124
Pylontech_24V_130Ah_3977,Pylontech,Gel,130.0,24.0,0.83,462966
Felicity_12V_150Ah_3978,Felicity,LiFePO4,150.0,12.0,0.83,82441
Blue Carbon_24V_130Ah_3979,Blue Carbon,Tubular,130.0,24.0,0.83,119807
Techfine_48V_230Ah_3980,Techfine,Tubular,230.0,48.0,0.82,184874
Growatt_48V_160Ah_3981,Growatt,AGM,160.0,48.0,0.83,261754
Blue Carbon_12V_250Ah_3982,Blue Carbon,Gel,250.0,12.0,0.85,82132
CWorth_12V_260Ah_3983,CWorth,Tubular,260.0,12.0,0.83,100242
BYD_48V_160Ah_3984,BYD,AGM,160.0,48.0,0.82,428637
Techfine_12V_250Ah_3985,Techfine,LiFePO4,250.0,12.0,0.83,272112
Techfine_24V_100Ah_3986,Techfine,Tubular,100.0,24.0,0.84,241440
Growatt_12V_40Ah_3987,Growatt,LiFePO4,40.0,12.0,0.84,395839
Techfine_12V_30Ah_3988,Techfine,Tubular,30.0,12.0,0.83,236636
Techfine_12V_30Ah_3989,Techfine,Gel,30.0,12.0,0.84,350573
Multipower_12V_240Ah_3990,Multipower,LiFePO4,240.0,12.0,0.83,148684
BSL_24V_30Ah_3991,BSL,LiFePO4,30.0,24.0,0.83,325760
Luminous_12V_190Ah_3992,Luminous,Gel,190.0,12.0,0.85,267674
Genus_48V_180Ah_3993,Genus,AGM,180.0,48.0,0.84,552544
Felicity_48V_240Ah_3994,Felicity,LiFePO4,240.0,48.0,0.84,130612
Growatt_12V_50Ah_3995,Growatt,AGM,50.0,12.0,0.85,294800
Exulted_48V_280Ah_3996,Exulted,AGM,280.0,48.0,0.84,745754
Multipower_24V_200Ah_3997,Multipower,AGM,200.0,24.0,0.82,103146
BSL_12V_90Ah_3998,BSL,AGM,90.0,12.0,0.85,278010
Felicity_12V_260Ah_3999,Felicity,LiFePO4,260.0,12.0,0.83,54707
BSL_48V_50Ah_4000,BSL,LiFePO4,50.0,48.0,0.82,240045
Blue Carbon_24V_240Ah_4001,Blue Carbon,AGM,240.0,24.0,0.84,110785
BSL_48V_170Ah_4002,BSL,Gel,170.0,48.0,0.84,379643
Blue Carbon_48V_170Ah_4003,Blue Carbon,Gel,170.0,48.0,0.83,136406
Exulted_24V_40Ah_4004,Exulted,LiFePO4,40.0,24.0,0.83,726662
Growatt_24V_290Ah_4005,Growatt,Tubular,290.0,24.0,0.83,382111
Luminous_48V_190Ah_4006,Luminous,LiFePO4,190.0,48.0,0.84,252065
Multipower_12V_140Ah_4007,Multipower,Gel,140.0,12.0,0.84,87111
CWorth_12V_90Ah_4008,CWorth,Gel,90.0,12.0,0.82,136940
BSL_12V_50Ah_4009,BSL,Tubular,50.0,12.0,0.85,316440
Blue Carbon_48V_70Ah_4010,Blue Carbon,Tubular,70.0,48.0,0.83,95505
CWorth_48V_130Ah_4011,CWorth,LiFePO4,130.0,48.0,0.83,123845
Luminous_48V_190Ah_4012,Luminous,AGM,190.0,48.0,0.84,219044
BSL_24V_90Ah_4013,BSL,AGM,90.0,24.0,0.82,281858
Exulted_24V_120Ah_4014,Exulted,AGM,120.0,24.0,0.84,611752
Growatt_24V_110Ah_4015,Growatt,Tubular,110.0,24.0,0.84,343083
BSL_12V_180Ah_4016,BSL,Tubular,180.0,12.0,0.84,274098
Luminous_48V_190Ah_4017,Luminous,Gel,190.0,48.0,0.83,388648
Luminous_24V_40Ah_4018,Luminous,AGM,40.0,24.0,0.83,299701
CWorth_12V_30Ah_4019,CWorth,Tubular,30.0,12.0,0.82,52916
Growatt_48V_300Ah_4020,Growatt,LiFePO4,300.0,48.0,0.85,325728
BYD_12V_140Ah_4021,BYD,Gel,140.0,12.0,0.82,717396
BYD_12V_240Ah_4022,BYD,AGM,240.0,12.0,0.85,420779
Blue Carbon_12V_200Ah_4023,Blue Carbon,LiFePO4,200.0,12.0,0.82,111327
Blue Carbon_12V_190Ah_4024,Blue Carbon,LiFePO4,190.0,12.0,0.82,83241
Growatt_24V_140Ah_4025,Growatt,Gel,140.0,24.0,0.83,204924
Growatt_12V_100Ah_4026,Growatt,Tubular,100.0,12.0,0.84,385259
Felicity_12V_60Ah_4027,Felicity,Gel,60.0,12.0,0.84,100525
Exulted_48V_50Ah_4028,Exulted,Tubular,50.0,48.0,0.83,431418
Multipower_48V_280Ah_4029,Multipower,Gel,280.0,48.0,0.83,59333
CWorth_48V_260Ah_4030,CWorth,Tubular,260.0,48.0,0.83,70641
Blue Carbon_48V_110Ah_4031,Blue Carbon,LiFePO4,110.0,48.0,0.82,129246
BSL_48V_240Ah_4032,BSL,AGM,240.0,48.0,0.84,371864
Techfine_48V_300Ah_4033,Techfine,Gel,300.0,48.0,0.84,227853
Genus_24V_290Ah_4034,Genus,LiFePO4,290.0,24.0,0.83,660103
Techfine_24V_80Ah_4035,Techfine,AGM,80.0,24.0,0.83,168360
Exulted_48V_200Ah_4036,Exulted,Gel,200.0,48.0,0.85,538204
Growatt_48V_50Ah_4037,Growatt,Gel,50.0,48.0,0.85,351746
Growatt_48V_130Ah_4038,Growatt,Gel,130.0,48.0,0.84,316597
Luminous_48V_110Ah_4039,Luminous,LiFePO4,110.0,48.0,0.84,243524
Pylontech_24V_140Ah_4040,Pylontech,LiFePO4,140.0,24.0,0.84,407269
Genus_12V_210Ah_4041,Genus,LiFePO4,210.0,12.0,0.84,555417
Exulted_48V_160Ah_4042,Exulted,LiFePO4,160.0,48.0,0.83,536495
Multipower_24V_80Ah_4043,Multipower,Tubular,80.0,24.0,0.82,73788
Felicity_48V_50Ah_4044,Felicity,AGM,50.0,48.0,0.84,53555
BSL_48V_300Ah_4045,BSL,AGM,300.0,48.0,0.83,185412
Techfine_48V_130Ah_4046,Techfine,Gel,130.0,48.0,0.84,169567
BSL_48V_170Ah_4047,BSL,AGM,170.0,48.0,0.84,363752
Growatt_12V_220Ah_4048,Growatt,Gel,220.0,12.0,0.83,367983
Multipower_12V_220Ah_4049,Multipower,Tubular,220.0,12.0,0.84,71440
Felicity_24V_110Ah_4050,Felicity,LiFePO4,110.0,24.0,0.83,142571
CWorth_12V_110Ah_4051,CWorth,Gel,110.0,12.0,0.83,58130
Growatt_24V_230Ah_4052,Growatt,Tubular,230.0,24.0,0.83,361333
Amaron Quanta_12V_60Ah_4053,Amaron Quanta,Gel,60.0,12.0,0.82,575150
BYD_48V_290Ah_4054,BYD,Tubular,290.0,48.0,0.83,871614
Growatt_24V_210Ah_4055,Growatt,LiFePO4,210.0,24.0,0.84,270441
Pylontech_12V_20Ah_4056,Pylontech,Gel,20.0,12.0,0.82,584860
BSL_48V_290Ah_4057,BSL,AGM,290.0,48.0,0.85,379290
Multipower_24V_80Ah_4058,Multipower,Gel,80.0,24.0,0.84,132047
BYD_12V_300Ah_4059,BYD,LiFePO4,300.0,12.0,0.84,473874
Pylontech_24V_20Ah_4060,Pylontech,LiFePO4,20.0,24.0,0.83,425906
Felicity_24V_270Ah_4061,Felicity,Tubular,270.0,24.0,0.84,104412
Exulted_12V_170Ah_4062,Exulted,Gel,170.0,12.0,0.84,694700
BSL_12V_250Ah_4063,BSL,AGM,250.0,12.0,0.85,343207
Growatt_12V_150Ah_4064,Growatt,AGM,150.0,12.0,0.84,396417
Felicity_24V_190Ah_4065,Felicity,Tubular,190.0,24.0,0.84,69340
Blue Carbon_12V_250Ah_4066,Blue Carbon,Tubular,250.0,12.0,0.83,99710
Techfine_48V_80Ah_4067,Techfine,AGM,80.0,48.0,0.82,299762
Techfine_12V_170Ah_4068,Techfine,Tubular,170.0,12.0,0.83,341766
BSL_48V_220Ah_4069,BSL,Gel,220.0,48.0,0.83,317586
Growatt_48V_240Ah_4070,Growatt,Gel,240.0,48.0,0.84,390480
Pylontech_12V_190Ah_4071,Pylontech,AGM,190.0,12.0,0.84,559151
Genus_12V_90Ah_4072,Genus,LiFePO4,90.0,12.0,0.85,789674
BSL_12V_50Ah_4073,BSL,AGM,50.0,12.0,0.85,311203
BSL_24V_140Ah_4074,BSL,Gel,140.0,24.0,0.85,245617
Growatt_12V_120Ah_4075,Growatt,Gel,120.0,12.0,0.83,290906
Luminous_48V_160Ah_4076,Luminous,Tubular,160.0,48.0,0.83,196844
Luminous_24V_90Ah_4077,Luminous,LiFePO4,90.0,24.0,0.85,188353
Multipower_48V_70Ah_4078,Multipower,Tubular,70.0,48.0,0.85,72880
Blue Carbon_24V_60Ah_4079,Blue Carbon,LiFePO4,60.0,24.0,0.82,88698
BYD_24V_170Ah_4080,BYD,Gel,170.0,24.0,0.85,840708
Growatt_12V_50Ah_4081,Growatt,Gel,50.0,12.0,0.84,393431
Blue Carbon_24V_220Ah_4082,Blue Carbon,Gel,220.0,24.0,0.83,92059
Felicity_48V_40Ah_4083,Felicity,LiFePO4,40.0,48.0,0.85,86194
Techfine_48V_190Ah_4084,Techfine,AGM,190.0,48.0,0.82,200948
CWorth_48V_150Ah_4085,CWorth,Gel,150.0,48.0,0.84,75660
Pylontech_12V_200Ah_4086,Pylontech,LiFePO4,200.0,12.0,0.82,714996
BYD_12V_90Ah_4087,BYD,LiFePO4,90.0,12.0,0.85,886286
BSL_24V_160Ah_4088,BSL,Gel,160.0,24.0,0.84,363337
Techfine_24V_230Ah_4089,Techfine,AGM,230.0,24.0,0.82,202438
Exulted_12V_300Ah_4090,Exulted,AGM,300.0,12.0,0.82,635572
Growatt_12V_270Ah_4091,Growatt,LiFePO4,270.0,12.0,0.83,297360
Felicity_24V_100Ah_4092,Felicity,AGM,100.0,24.0,0.84,71198
Growatt_24V_70Ah_4093,Growatt,Gel,70.0,24.0,0.85,380727
Techfine_12V_80Ah_4094,Techfine,Gel,80.0,12.0,0.83,349173
Multipower_48V_70Ah_4095,Multipower,Tubular,70.0,48.0,0.83,52102
Luminous_24V_220Ah_4096,Luminous,AGM,220.0,24.0,0.82,354425
Multipower_48V_50Ah_4097,Multipower,Tubular,50.0,48.0,0.83,107179
BYD_24V_60Ah_4098,BYD,Tubular,60.0,24.0,0.85,742346
Techfine_12V_30Ah_4099,Techfine,AGM,30.0,12.0,0.85,212705
Growatt_24V_280Ah_4100,Growatt,Gel,280.0,24.0,0.82,258415
Techfine_48V_150Ah_4101,Techfine,AGM,150.0,48.0,0.84,263613
Blue Carbon_12V_250Ah_4102,Blue Carbon,LiFePO4,250.0,12.0,0.84,144343
Pylontech_24V_140Ah_4103,Pylontech,AGM,140.0,24.0,0.82,416056
Growatt_24V_80Ah_4104,Growatt,Gel,80.0,24.0,0.83,286503
Genus_12V_280Ah_4105,Genus,Gel,280.0,12.0,0.83,598147
Pylontech_24V_20Ah_4106,Pylontech,Gel,20.0,24.0,0.83,752905
Pylontech_48V_70Ah_4107,Pylontech,AGM,70.0,48.0,0.85,524879
Luminous_24V_120Ah_4108,Luminous,Gel,120.0,24.0,0.84,355127
Multipower_24V_90Ah_4109,Multipower,AGM,90.0,24.0,0.82,130051
Techfine_48V_50Ah_4110,Techfine,Gel,50.0,48.0,0.83,292337
Growatt_24V_290Ah_4111,Growatt,Tubular,290.0,24.0,0.85,163423
BSL_48V_110Ah_4112,BSL,Gel,110.0,48.0,0.83,160756
Felicity_48V_210Ah_4113,Felicity,Gel,210.0,48.0,0.83,97913
Amaron Quanta_48V_50Ah_4114,Amaron Quanta,Gel,50.0,48.0,0.83,714605
CWorth_48V_240Ah_4115,CWorth,Gel,240.0,48.0,0.85,80803
Growatt_48V_50Ah_4116,Growatt,Gel,50.0,48.0,0.84,271663
Growatt_48V_160Ah_4117,Growatt,Gel,160.0,48.0,0.82,372932
Felicity_48V_130Ah_4118,Felicity,Gel,130.0,48.0,0.83,125758
Blue Carbon_12V_190Ah_4119,Blue Carbon,LiFePO4,190.0,12.0,0.82,57275
Exulted_48V_230Ah_4120,Exulted,AGM,230.0,48.0,0.85,649606
Growatt_12V_140Ah_4121,Growatt,Gel,140.0,12.0,0.84,331657
Techfine_12V_150Ah_4122,Techfine,AGM,150.0,12.0,0.82,245024
BYD_12V_160Ah_4123,BYD,Tubular,160.0,12.0,0.82,659627
Multipower_12V_220Ah_4124,Multipower,AGM,220.0,12.0,0.83,93711
Blue Carbon_48V_30Ah_4125,Blue Carbon,Tubular,30.0,48.0,0.83,148032
Luminous_48V_250Ah_4126,Luminous,Tubular,250.0,48.0,0.82,259415
Felicity_24V_220Ah_4127,Felicity,LiFePO4,220.0,24.0,0.83,101556
BSL_12V_270Ah_4128,BSL,Tubular,270.0,12.0,0.84,203497
Felicity_12V_110Ah_4129,Felicity,LiFePO4,110.0,12.0,0.85,139531
CWorth_48V_290Ah_4130,CWorth,Gel,290.0,48.0,0.84,63289
Multipower_12V_90Ah_4131,Multipower,Tubular,90.0,12.0,0.82,114662
Growatt_48V_280Ah_4132,Growatt,Tubular,280.0,48.0,0.82,308957
BSL_48V_70Ah_4133,BSL,AGM,70.0,48.0,0.85,202202
Techfine_12V_290Ah_4134,Techfine,Tubular,290.0,12.0,0.83,156615
Techfine_12V_270Ah_4135,Techfine,Tubular,270.0,12.0,0.83,242033
Blue Carbon_24V_60Ah_4136,Blue Carbon,Tubular,60.0,24.0,0.84,57009
BSL_12V_140Ah_4137,BSL,Gel,140.0,12.0,0.83,308180
Techfine_24V_20Ah_4138,Techfine,Gel,20.0,24.0,0.83,362107
Blue Carbon_48V_20Ah_4139,Blue Carbon,LiFePO4,20.0,48.0,0.84,59871
Growatt_24V_100Ah_4140,Growatt,Gel,100.0,24.0,0.85,377689
Felicity_48V_240Ah_4141,Felicity,AGM,240.0,48.0,0.83,142228
Techfine_48V_180Ah_4142,Techfine,Tubular,180.0,48.0,0.83,249759
BYD_12V_100Ah_4143,BYD,AGM,100.0,12.0,0.85,652086
Techfine_12V_180Ah_4144,Techfine,Tubular,180.0,12.0,0.84,326471
Luminous_24V_40Ah_4145,Luminous,Tubular,40.0,24.0,0.82,235189
Felicity_12V_50Ah_4146,Felicity,Tubular,50.0,12.0,0.84,77907
Pylontech_12V_210Ah_4147,Pylontech,Gel,210.0,12.0,0.85,826867
Growatt_24V_200Ah_4148,Growatt,AGM,200.0,24.0,0.83,353775
Felicity_48V_300Ah_4149,Felicity,Gel,300.0,48.0,0.83,129358
Blue Carbon_24V_250Ah_4150,Blue Carbon,LiFePO4,250.0,24.0,0.84,61748
Felicity_48V_230Ah_4151,Felicity,AGM,230.0,48.0,0.83,117481
Growatt_12V_200Ah_4152,Growatt,Gel,200.0,12.0,0.84,297773
Pylontech_48V_210Ah_4153,Pylontech,AGM,210.0,48.0,0.84,637830
BSL_48V_120Ah_4154,BSL,LiFePO4,120.0,48.0,0.83,181050
Pylontech_12V_50Ah_4155,Pylontech,Gel,50.0,12.0,0.83,790971
Felicity_24V_60Ah_4156,Felicity,Tubular,60.0,24.0,0.84,109215
Exulted_48V_20Ah_4157,Exulted,Gel,20.0,48.0,0.85,821003
Growatt_12V_110Ah_4158,Growatt,Tubular,110.0,12.0,0.84,238159
BSL_24V_250Ah_4159,BSL,LiFePO4,250.0,24.0,0.85,183375
Exulted_12V_160Ah_4160,Exulted,Gel,160.0,12.0,0.85,518708
Blue Carbon_24V_120Ah_4161,Blue Carbon,Gel,120.0,24.0,0.85,54255
Amaron Quanta_12V_80Ah_4162,Amaron Quanta,Gel,80.0,12.0,0.84,428271
Blue Carbon_12V_250Ah_4163,Blue Carbon,LiFePO4,250.0,12.0,0.82,91015
Luminous_24V_280Ah_4164,Luminous,Gel,280.0,24.0,0.83,166193
Luminous_24V_200Ah_4165,Luminous,AGM,200.0,24.0,0.84,155870
Pylontech_12V_240Ah_4166,Pylontech,Tubular,240.0,12.0,0.83,420586
Multipower_12V_40Ah_4167,Multipower,Gel,40.0,12.0,0.82,95170
Growatt_48V_150Ah_4168,Growatt,Tubular,150.0,48.0,0.83,333999
Felicity_12V_110Ah_4169,Felicity,AGM,110.0,12.0,0.82,106018
Blue Carbon_48V_190Ah_4170,Blue Carbon,Gel,190.0,48.0,0.84,132470
Multipower_48V_140Ah_4171,Multipower,LiFePO4,140.0,48.0,0.82,89209
CWorth_48V_110Ah_4172,CWorth,AGM,110.0,48.0,0.83,83795
BYD_24V_210Ah_4173,BYD,AGM,210.0,24.0,0.82,648346
Techfine_48V_120Ah_4174,Techfine,Gel,120.0,48.0,0.84,294868
Blue Carbon_48V_150Ah_4175,Blue Carbon,Tubular,150.0,48.0,0.85,88538
CWorth_48V_30Ah_4176,CWorth,Tubular,30.0,48.0,0.84,75879
Techfine_12V_180Ah_4177,Techfine,Gel,180.0,12.0,0.85,294008
BSL_12V_110Ah_4178,BSL,AGM,110.0,12.0,0.85,228960
Techfine_24V_270Ah_4179,Techfine,AGM,270.0,24.0,0.83,154167
Exulted_24V_260Ah_4180,Exulted,LiFePO4,260.0,24.0,0.82,803909
Blue Carbon_12V_200Ah_4181,Blue Carbon,AGM,200.0,12.0,0.84,130450
Pylontech_12V_260Ah_4182,Pylontech,Gel,260.0,12.0,0.83,425190
Luminous_48V_290Ah_4183,Luminous,AGM,290.0,48.0,0.83,159766
Blue Carbon_48V_200Ah_4184,Blue Carbon,AGM,200.0,48.0,0.83,86180
Pylontech_48V_210Ah_4185,Pylontech,AGM,210.0,48.0,0.85,665594
Blue Carbon_24V_220Ah_4186,Blue Carbon,Gel,220.0,24.0,0.83,141407
Techfine_24V_170Ah_4187,Techfine,LiFePO4,170.0,24.0,0.83,278384
Exulted_12V_210Ah_4188,Exulted,Tubular,210.0,12.0,0.84,539592
Multipower_24V_110Ah_4189,Multipower,Gel,110.0,24.0,0.84,100862
CWorth_24V_150Ah_4190,CWorth,Gel,150.0,24.0,0.82,64981
BSL_48V_50Ah_4191,BSL,LiFePO4,50.0,48.0,0.83,238729
Techfine_24V_170Ah_4192,Techfine,AGM,170.0,24.0,0.84,206746
Pylontech_24V_240Ah_4193,Pylontech,AGM,240.0,24.0,0.84,413697
CWorth_48V_110Ah_4194,CWorth,Gel,110.0,48.0,0.83,131529
Multipower_12V_280Ah_4195,Multipower,Tubular,280.0,12.0,0.84,136062
Genus_24V_250Ah_4196,Genus,AGM,250.0,24.0,0.84,627279
Growatt_24V_180Ah_4197,Growatt,AGM,180.0,24.0,0.84,286811
Felicity_24V_210Ah_4198,Felicity,Tubular,210.0,24.0,0.83,108054
BYD_12V_80Ah_4199,BYD,AGM,80.0,12.0,0.83,617110
Multipower_12V_230Ah_4200,Multipower,AGM,230.0,12.0,0.82,128910
Exulted_12V_140Ah_4201,Exulted,AGM,140.0,12.0,0.84,474819
Genus_12V_260Ah_4202,Genus,Gel,260.0,12.0,0.84,707768
Luminous_48V_240Ah_4203,Luminous,AGM,240.0,48.0,0.84,240754
CWorth_12V_240Ah_4204,CWorth,AGM,240.0,12.0,0.84,98508
Felicity_12V_260Ah_4205,Felicity,AGM,260.0,12.0,0.84,142433
Blue Carbon_12V_240Ah_4206,Blue Carbon,LiFePO4,240.0,12.0,0.84,97322
Genus_48V_230Ah_4207,Genus,AGM,230.0,48.0,0.84,760789
BSL_12V_170Ah_4208,BSL,LiFePO4,170.0,12.0,0.84,231691
Amaron Quanta_12V_170Ah_4209,Amaron Quanta,Gel,170.0,12.0,0.83,490295
Luminous_24V_290Ah_4210,Luminous,Gel,290.0,24.0,0.83,253329
Multipower_24V_90Ah_4211,Multipower,LiFePO4,90.0,24.0,0.85,50915
Pylontech_12V_220Ah_4212,Pylontech,Gel,220.0,12.0,0.83,678473
Techfine_12V_70Ah_4213,Techfine,Tubular,70.0,12.0,0.85,377365
CWorth_12V_70Ah_4214,CWorth,Gel,70.0,12.0,0.84,68835
Multipower_24V_260Ah_4215,Multipower,AGM,260.0,24.0,0.82,59686
Exulted_24V_30Ah_4216,Exulted,Gel,30.0,24.0,0.83,587143
Felicity_24V_50Ah_4217,Felicity,Tubular,50.0,24.0,0.82,65086
Felicity_24V_120Ah_4218,Felicity,Tubular,120.0,24.0,0.83,100417
Techfine_12V_140Ah_4219,Techfine,Gel,140.0,12.0,0.84,333292
Luminous_24V_230Ah_4220,Luminous,Tubular,230.0,24.0,0.84,230610
Felicity_24V_230Ah_4221,Felicity,AGM,230.0,24.0,0.85,63040
Growatt_12V_180Ah_4222,Growatt,AGM,180.0,12.0,0.85,211720
Multipower_24V_70Ah_4223,Multipower,Gel,70.0,24.0,0.84,137763
Multipower_12V_230Ah_4224,Multipower,LiFePO4,230.0,12.0,0.83,141307
Multipower_12V_220Ah_4225,Multipower,Gel,220.0,12.0,0.83,99146
Techfine_12V_40Ah_4226,Techfine,LiFePO4,40.0,12.0,0.83,338168
Exulted_12V_230Ah_4227,Exulted,Tubular,230.0,12.0,0.85,738484
CWorth_48V_220Ah_4228,CWorth,Gel,220.0,48.0,0.84,102690
Pylontech_24V_90Ah_4229,Pylontech,Tubular,90.0,24.0,0.83,691468
Growatt_12V_190Ah_4230,Growatt,AGM,190.0,12.0,0.85,319981
Techfine_12V_150Ah_4231,Techfine,AGM,150.0,12.0,0.83,184084
Exulted_48V_300Ah_4232,Exulted,LiFePO4,300.0,48.0,0.83,647242
Techfine_48V_100Ah_4233,Techfine,LiFePO4,100.0,48.0,0.83,295925
Felicity_12V_150Ah_4234,Felicity,LiFePO4,150.0,12.0,0.83,107679
Luminous_24V_190Ah_4235,Luminous,AGM,190.0,24.0,0.84,195198
Blue Carbon_12V_50Ah_4236,Blue Carbon,LiFePO4,50.0,12.0,0.82,69245
BSL_48V_230Ah_4237,BSL,Gel,230.0,48.0,0.82,169550
Blue Carbon_24V_140Ah_4238,Blue Carbon,LiFePO4,140.0,24.0,0.85,138435
Growatt_12V_100Ah_4239,Growatt,LiFePO4,100.0,12.0,0.83,385337
