inverter_id,brand,rated_power_w,voltage_input,voltage_output,mode,derating_factor,price_NGN
Huawei_1100W_4169,Huawei,1100.0,12.0,220.0,Multifunction,0.89,153800
PRAG_650W_4170,PRAG,650.0,96.0,220.0,Grid-Tie,0.91,27265
SMA_7900W_4171,SMA,7900.0,240.0,220.0,Off-Grid,0.88,883227
Blue Gate_9000W_4172,Blue Gate,9000.0,48.0,220.0,Hybrid,0.88,307993
Kartel Solar_2000W_4173,Kartel Solar,2000.0,24.0,220.0,Hybrid,0.89,89977
Sungrow_11900W_4174,Sungrow,11900.0,12.0,220.0,Hybrid,0.87,990784
PRAG_5500W_4175,PRAG,5500.0,12.0,220.0,Hybrid,0.89,273109
Kartel Solar_6550W_4176,Kartel Solar,6550.0,96.0,220.0,Off-Grid,0.88,270518
Blue Gate_4550W_4177,Blue Gate,4550.0,96.0,220.0,Off-Grid,0.89,143190
Growatt_12850W_4178,Growatt,12850.0,24.0,220.0,Grid-Tie,0.87,976203
Techfine_1450W_4179,Techfine,1450.0,12.0,220.0,Off-Grid,0.9,107822
Protonix Fortuner_4400W_4180,Protonix Fortuner,4400.0,48.0,220.0,Grid-Tie,0.9,417282
Huawei_4050W_4181,Huawei,4050.0,240.0,220.0,Hybrid,0.91,556454
PRAG_3050W_4182,PRAG,3050.0,240.0,220.0,Multifunction,0.87,171724
Fronius_10550W_4183,Fronius,10550.0,24.0,220.0,Multifunction,0.91,1450457
Kartel Solar_10750W_4184,Kartel Solar,10750.0,12.0,220.0,Multifunction,0.88,579748
Kartel Solar_19050W_4185,Kartel Solar,19050.0,12.0,220.0,Battery-Based,0.89,901039
Protonix Fortuner_19750W_4186,Protonix Fortuner,19750.0,24.0,220.0,Hybrid,0.87,1219954
Blue Gate_16400W_4187,Blue Gate,16400.0,240.0,220.0,Hybrid,0.91,764891
Huawei_9900W_4188,Huawei,9900.0,240.0,220.0,Grid-Tie,0.9,1208112
Protonix Fortuner_17350W_4189,Protonix Fortuner,17350.0,12.0,220.0,Grid-Tie,0.9,1367262
SMA_7500W_4190,SMA,7500.0,96.0,220.0,Grid-Tie,0.88,969154
Growatt_3800W_4191,Growatt,3800.0,12.0,220.0,Battery-Based,0.9,283183
Protonix Fortuner_9550W_4192,Protonix Fortuner,9550.0,240.0,220.0,Battery-Based,0.87,639686
Felicity Solar_8650W_4193,Felicity Solar,8650.0,240.0,220.0,Off-Grid,0.89,505960
Techfine_14900W_4194,Techfine,14900.0,24.0,220.0,Multifunction,0.88,997116
SMA_7800W_4195,SMA,7800.0,96.0,220.0,Multifunction,0.88,1047956
Kartel Solar_18850W_4196,Kartel Solar,18850.0,240.0,220.0,Battery-Based,0.89,790708
Techfine_13100W_4197,Techfine,13100.0,24.0,220.0,Hybrid,0.91,1196648
Blue Gate_4450W_4198,Blue Gate,4450.0,96.0,220.0,Hybrid,0.9,208288
Blue Gate_16750W_4199,Blue Gate,16750.0,48.0,220.0,Hybrid,0.91,782799
SMA_19600W_4200,SMA,19600.0,48.0,220.0,Grid-Tie,0.91,2743567
Techfine_11500W_4201,Techfine,11500.0,48.0,220.0,Grid-Tie,0.9,1066647
Techfine_19300W_4202,Techfine,19300.0,12.0,220.0,Off-Grid,0.87,1614168
Techfine_11300W_4203,Techfine,11300.0,24.0,220.0,Off-Grid,0.91,763968
Protonix Fortuner_18300W_4204,Protonix Fortuner,18300.0,12.0,220.0,Grid-Tie,0.88,1169566
Felicity Solar_2900W_4205,Felicity Solar,2900.0,240.0,220.0,Off-Grid,0.88,103152
Victron Energy_11850W_4206,Victron Energy,11850.0,96.0,220.0,Grid-Tie,0.89,1339502
Kartel Solar_950W_4207,Kartel Solar,950.0,12.0,220.0,Off-Grid,0.87,29024
Kartel Solar_6650W_4208,Kartel Solar,6650.0,48.0,220.0,Battery-Based,0.91,343676
Blue Gate_1900W_4209,Blue Gate,1900.0,48.0,220.0,Off-Grid,0.87,84020
Fronius_9150W_4210,Fronius,9150.0,240.0,220.0,Battery-Based,0.9,1198016
Kartel Solar_11550W_4211,Kartel Solar,11550.0,12.0,220.0,Multifunction,0.89,558929
Protonix Fortuner_13650W_4212,Protonix Fortuner,13650.0,240.0,220.0,Multifunction,0.88,1037425
Felicity Solar_13850W_4213,Felicity Solar,13850.0,48.0,220.0,Multifunction,0.87,703585
Techfine_18050W_4214,Techfine,18050.0,48.0,220.0,Battery-Based,0.9,1162743
Fronius_12700W_4215,Fronius,12700.0,96.0,220.0,Multifunction,0.91,1792004
Protonix Fortuner_6700W_4216,Protonix Fortuner,6700.0,240.0,220.0,Off-Grid,0.9,648283
Blue Gate_3550W_4217,Blue Gate,3550.0,240.0,220.0,Off-Grid,0.9,142541
PRAG_10750W_4218,PRAG,10750.0,96.0,220.0,Grid-Tie,0.91,532680
Protonix Fortuner_11650W_4219,Protonix Fortuner,11650.0,12.0,220.0,Hybrid,0.91,866436
Sungrow_11800W_4220,Sungrow,11800.0,96.0,220.0,Multifunction,0.9,828957
Kartel Solar_15650W_4221,Kartel Solar,15650.0,48.0,220.0,Hybrid,0.9,833097
Sungrow_9850W_4222,Sungrow,9850.0,48.0,220.0,Grid-Tie,0.91,676391
Huawei_5300W_4223,Huawei,5300.0,48.0,220.0,Off-Grid,0.91,686977
Techfine_19700W_4224,Techfine,19700.0,12.0,220.0,Off-Grid,0.91,1412006
Techfine_5650W_4225,Techfine,5650.0,12.0,220.0,Grid-Tie,0.89,356952
Techfine_10800W_4226,Techfine,10800.0,24.0,220.0,Hybrid,0.91,982233
Techfine_19400W_4227,Techfine,19400.0,12.0,220.0,Battery-Based,0.91,1659155
Blue Gate_13100W_4228,Blue Gate,13100.0,48.0,220.0,Grid-Tie,0.89,633550
Victron Energy_12750W_4229,Victron Energy,12750.0,24.0,220.0,Hybrid,0.91,1763845
Sungrow_9750W_4230,Sungrow,9750.0,96.0,220.0,Battery-Based,0.9,736156
Victron Energy_16150W_4231,Victron Energy,16150.0,96.0,220.0,Battery-Based,0.91,2282047
Victron Energy_11300W_4232,Victron Energy,11300.0,96.0,220.0,Off-Grid,0.87,1553001
Huawei_13450W_4233,Huawei,13450.0,96.0,220.0,Multifunction,0.87,1635443
Growatt_8350W_4234,Growatt,8350.0,24.0,220.0,Battery-Based,0.9,617801
Felicity Solar_12800W_4235,Felicity Solar,12800.0,48.0,220.0,Multifunction,0.87,632886
Blue Gate_1750W_4236,Blue Gate,1750.0,240.0,220.0,Hybrid,0.89,99875
Fronius_10300W_4237,Fronius,10300.0,96.0,220.0,Battery-Based,0.9,1442873
Techfine_14350W_4238,Techfine,14350.0,12.0,220.0,Off-Grid,0.91,1070758
Blue Gate_18650W_4239,Blue Gate,18650.0,24.0,220.0,Multifunction,0.88,992723
Protonix Fortuner_9500W_4240,Protonix Fortuner,9500.0,48.0,220.0,Hybrid,0.91,901452
PRAG_3200W_4241,PRAG,3200.0,12.0,220.0,Battery-Based,0.89,156681
Techfine_8450W_4242,Techfine,8450.0,96.0,220.0,Grid-Tie,0.9,616285
Sungrow_5700W_4243,Sungrow,5700.0,24.0,220.0,Hybrid,0.89,506704
Growatt_3250W_4244,Growatt,3250.0,24.0,220.0,Grid-Tie,0.87,217758
Kartel Solar_8600W_4245,Kartel Solar,8600.0,12.0,220.0,Battery-Based,0.88,305779
Huawei_8150W_4246,Huawei,8150.0,240.0,220.0,Battery-Based,0.88,989304
Felicity Solar_3750W_4247,Felicity Solar,3750.0,96.0,220.0,Off-Grid,0.9,153055
Felicity Solar_1800W_4248,Felicity Solar,1800.0,24.0,220.0,Off-Grid,0.88,69078
Kartel Solar_4850W_4249,Kartel Solar,4850.0,96.0,220.0,Multifunction,0.88,244073
Techfine_1450W_4250,Techfine,1450.0,240.0,220.0,Hybrid,0.9,93738
Protonix Fortuner_8600W_4251,Protonix Fortuner,8600.0,24.0,220.0,Hybrid,0.91,675496
Techfine_1900W_4252,Techfine,1900.0,240.0,220.0,Battery-Based,0.89,162127
Sungrow_6300W_4253,Sungrow,6300.0,96.0,220.0,Multifunction,0.89,628028
Blue Gate_12600W_4254,Blue Gate,12600.0,48.0,220.0,Off-Grid,0.92,429631
PRAG_16150W_4255,PRAG,16150.0,240.0,220.0,Hybrid,0.88,529376
Kartel Solar_8850W_4256,Kartel Solar,8850.0,12.0,220.0,Battery-Based,0.87,288602
Blue Gate_9950W_4257,Blue Gate,9950.0,96.0,220.0,Multifunction,0.88,399781
SMA_15250W_4258,SMA,15250.0,48.0,220.0,Multifunction,0.89,1606256
Techfine_2500W_4259,Techfine,2500.0,240.0,220.0,Battery-Based,0.92,200979
Sungrow_6250W_4260,Sungrow,6250.0,48.0,220.0,Battery-Based,0.9,384892
Protonix Fortuner_18850W_4261,Protonix Fortuner,18850.0,24.0,220.0,Multifunction,0.88,1769478
Felicity Solar_9000W_4262,Felicity Solar,9000.0,240.0,220.0,Multifunction,0.88,320829
Blue Gate_11550W_4263,Blue Gate,11550.0,24.0,220.0,Multifunction,0.88,641822
PRAG_3100W_4264,PRAG,3100.0,48.0,220.0,Hybrid,0.91,138904
Victron Energy_10750W_4265,Victron Energy,10750.0,12.0,220.0,Battery-Based,0.92,1600336
Sungrow_17950W_4266,Sungrow,17950.0,12.0,220.0,Multifunction,0.92,1452424
PRAG_9550W_4267,PRAG,9550.0,48.0,220.0,Off-Grid,0.91,509261
Sungrow_16200W_4268,Sungrow,16200.0,96.0,220.0,Off-Grid,0.89,1179420
Sungrow_14900W_4269,Sungrow,14900.0,24.0,220.0,Grid-Tie,0.87,1471926
Blue Gate_16350W_4270,Blue Gate,16350.0,12.0,220.0,Battery-Based,0.9,942091
SMA_18050W_4271,SMA,18050.0,96.0,220.0,Battery-Based,0.91,2332163
Protonix Fortuner_13700W_4272,Protonix Fortuner,13700.0,12.0,220.0,Hybrid,0.88,899746
PRAG_18650W_4273,PRAG,18650.0,96.0,220.0,Hybrid,0.87,1010654
Felicity Solar_13300W_4274,Felicity Solar,13300.0,24.0,220.0,Battery-Based,0.9,572265
Blue Gate_11100W_4275,Blue Gate,11100.0,96.0,220.0,Multifunction,0.88,377741
Protonix Fortuner_7600W_4276,Protonix Fortuner,7600.0,48.0,220.0,Battery-Based,0.91,647303
SMA_12250W_4277,SMA,12250.0,12.0,220.0,Hybrid,0.88,1361890
Kartel Solar_19250W_4278,Kartel Solar,19250.0,12.0,220.0,Multifunction,0.9,1130941
Protonix Fortuner_10050W_4279,Protonix Fortuner,10050.0,24.0,220.0,Off-Grid,0.91,800428
Protonix Fortuner_4650W_4280,Protonix Fortuner,4650.0,12.0,220.0,Hybrid,0.91,434567
Huawei_14200W_4281,Huawei,14200.0,96.0,220.0,Battery-Based,0.88,1483519
Huawei_10750W_4282,Huawei,10750.0,96.0,220.0,Multifunction,0.9,1096740
Sungrow_3900W_4283,Sungrow,3900.0,12.0,220.0,Hybrid,0.91,353020
Growatt_19550W_4284,Growatt,19550.0,12.0,220.0,Hybrid,0.88,1212573
Techfine_8050W_4285,Techfine,8050.0,12.0,220.0,Multifunction,0.92,571777
Victron Energy_9450W_4286,Victron Energy,9450.0,96.0,220.0,Battery-Based,0.89,1308179
Kartel Solar_5850W_4287,Kartel Solar,5850.0,12.0,220.0,Grid-Tie,0.89,202609
Victron Energy_7700W_4288,Victron Energy,7700.0,12.0,220.0,Hybrid,0.88,918338
Growatt_19950W_4289,Growatt,19950.0,12.0,220.0,Grid-Tie,0.88,1335524
Huawei_11300W_4290,Huawei,11300.0,24.0,220.0,Hybrid,0.9,1212746
Felicity Solar_15200W_4291,Felicity Solar,15200.0,240.0,220.0,Off-Grid,0.91,671018
Protonix Fortuner_8750W_4292,Protonix Fortuner,8750.0,96.0,220.0,Battery-Based,0.87,800466
Protonix Fortuner_2150W_4293,Protonix Fortuner,2150.0,96.0,220.0,Battery-Based,0.89,156696
Blue Gate_11650W_4294,Blue Gate,11650.0,48.0,220.0,Off-Grid,0.88,404860
PRAG_8700W_4295,PRAG,8700.0,96.0,220.0,Off-Grid,0.9,359731
Felicity Solar_7050W_4296,Felicity Solar,7050.0,48.0,220.0,Battery-Based,0.88,302111
Growatt_17700W_4297,Growatt,17700.0,48.0,220.0,Multifunction,0.88,1152428
Protonix Fortuner_5700W_4298,Protonix Fortuner,5700.0,24.0,220.0,Battery-Based,0.89,563516
Blue Gate_9450W_4299,Blue Gate,9450.0,24.0,220.0,Hybrid,0.89,430460
Protonix Fortuner_15700W_4300,Protonix Fortuner,15700.0,12.0,220.0,Multifunction,0.9,1352530
SMA_8750W_4301,SMA,8750.0,96.0,220.0,Off-Grid,0.91,1113495
Sungrow_15100W_4302,Sungrow,15100.0,48.0,220.0,Hybrid,0.92,1240914
SMA_17650W_4303,SMA,17650.0,48.0,220.0,Off-Grid,0.91,2478836
Sungrow_16000W_4304,Sungrow,16000.0,48.0,220.0,Multifunction,0.91,1246228
Protonix Fortuner_10050W_4305,Protonix Fortuner,10050.0,240.0,220.0,Battery-Based,0.9,833280
Blue Gate_16350W_4306,Blue Gate,16350.0,48.0,220.0,Multifunction,0.9,628030
Sungrow_12900W_4307,Sungrow,12900.0,48.0,220.0,Off-Grid,0.89,846412
PRAG_16550W_4308,PRAG,16550.0,24.0,220.0,Multifunction,0.9,924752
Techfine_13850W_4309,Techfine,13850.0,24.0,220.0,Off-Grid,0.88,1305290
Felicity Solar_18350W_4310,Felicity Solar,18350.0,48.0,220.0,Multifunction,0.87,823199
Protonix Fortuner_9650W_4311,Protonix Fortuner,9650.0,240.0,220.0,Grid-Tie,0.89,598765
SMA_17800W_4312,SMA,17800.0,96.0,220.0,Off-Grid,0.88,2600195
Blue Gate_10300W_4313,Blue Gate,10300.0,48.0,220.0,Grid-Tie,0.9,498526
Kartel Solar_5000W_4314,Kartel Solar,5000.0,48.0,220.0,Off-Grid,0.88,286339
Techfine_6500W_4315,Techfine,6500.0,24.0,220.0,Multifunction,0.87,604380
PRAG_15500W_4316,PRAG,15500.0,24.0,220.0,Battery-Based,0.89,563820
SMA_18200W_4317,SMA,18200.0,24.0,220.0,Multifunction,0.9,2429741
Felicity Solar_14050W_4318,Felicity Solar,14050.0,240.0,220.0,Off-Grid,0.88,524267
Sungrow_8550W_4319,Sungrow,8550.0,96.0,220.0,Multifunction,0.88,847891
Felicity Solar_17000W_4320,Felicity Solar,17000.0,240.0,220.0,Off-Grid,0.88,648554
SMA_14100W_4321,SMA,14100.0,96.0,220.0,Multifunction,0.89,1779314
Protonix Fortuner_17000W_4322,Protonix Fortuner,17000.0,96.0,220.0,Grid-Tie,0.87,1612238
Protonix Fortuner_10250W_4323,Protonix Fortuner,10250.0,48.0,220.0,Multifunction,0.9,977484
Kartel Solar_16650W_4324,Kartel Solar,16650.0,240.0,220.0,Battery-Based,0.9,785886
Techfine_1500W_4325,Techfine,1500.0,48.0,220.0,Hybrid,0.89,132805
Protonix Fortuner_2200W_4326,Protonix Fortuner,2200.0,24.0,220.0,Multifunction,0.87,184224
Blue Gate_1000W_4327,Blue Gate,1000.0,12.0,220.0,Battery-Based,0.89,39183
Protonix Fortuner_3550W_4328,Protonix Fortuner,3550.0,24.0,220.0,Multifunction,0.9,297307
PRAG_10150W_4329,PRAG,10150.0,24.0,220.0,Battery-Based,0.9,363054
Sungrow_5100W_4330,Sungrow,5100.0,12.0,220.0,Multifunction,0.88,505375
Protonix Fortuner_5250W_4331,Protonix Fortuner,5250.0,240.0,220.0,Off-Grid,0.88,523270
Sungrow_8050W_4332,Sungrow,8050.0,240.0,220.0,Battery-Based,0.89,678940
Growatt_19800W_4333,Growatt,19800.0,48.0,220.0,Hybrid,0.9,1560307
PRAG_750W_4334,PRAG,750.0,96.0,220.0,Battery-Based,0.88,42144
Blue Gate_7900W_4335,Blue Gate,7900.0,24.0,220.0,Off-Grid,0.9,410441
Victron Energy_2050W_4336,Victron Energy,2050.0,48.0,220.0,Battery-Based,0.89,274835
Growatt_7200W_4337,Growatt,7200.0,12.0,220.0,Multifunction,0.91,637124
Growatt_18250W_4338,Growatt,18250.0,12.0,220.0,Hybrid,0.89,1377388
Protonix Fortuner_750W_4339,Protonix Fortuner,750.0,12.0,220.0,Battery-Based,0.89,53804
Huawei_14450W_4340,Huawei,14450.0,240.0,220.0,Battery-Based,0.87,1831797
Growatt_3350W_4341,Growatt,3350.0,48.0,220.0,Hybrid,0.9,242959
Blue Gate_7600W_4342,Blue Gate,7600.0,48.0,220.0,Hybrid,0.9,422712
Huawei_13350W_4343,Huawei,13350.0,48.0,220.0,Hybrid,0.88,1692716
Techfine_15350W_4344,Techfine,15350.0,96.0,220.0,Multifunction,0.92,1258662
PRAG_3200W_4345,PRAG,3200.0,12.0,220.0,Grid-Tie,0.9,124939
Blue Gate_8100W_4346,Blue Gate,8100.0,24.0,220.0,Off-Grid,0.9,358571
Protonix Fortuner_11100W_4347,Protonix Fortuner,11100.0,96.0,220.0,Multifunction,0.88,753094
Kartel Solar_8300W_4348,Kartel Solar,8300.0,24.0,220.0,Battery-Based,0.91,396851
PRAG_19150W_4349,PRAG,19150.0,96.0,220.0,Off-Grid,0.91,961179
Blue Gate_11000W_4350,Blue Gate,11000.0,96.0,220.0,Multifunction,0.9,527059
Blue Gate_6400W_4351,Blue Gate,6400.0,12.0,220.0,Multifunction,0.91,268244
PRAG_3500W_4352,PRAG,3500.0,12.0,220.0,Off-Grid,0.87,108285
Sungrow_7900W_4353,Sungrow,7900.0,24.0,220.0,Off-Grid,0.87,538680
Techfine_11100W_4354,Techfine,11100.0,48.0,220.0,Multifunction,0.91,994371
Huawei_17200W_4355,Huawei,17200.0,12.0,220.0,Hybrid,0.89,2375593
Blue Gate_13000W_4356,Blue Gate,13000.0,12.0,220.0,Grid-Tie,0.89,710085
Sungrow_5650W_4357,Sungrow,5650.0,240.0,220.0,Battery-Based,0.91,467277
Huawei_10650W_4358,Huawei,10650.0,96.0,220.0,Off-Grid,0.88,1377284
Felicity Solar_2050W_4359,Felicity Solar,2050.0,12.0,220.0,Grid-Tie,0.92,114787
Felicity Solar_19900W_4360,Felicity Solar,19900.0,96.0,220.0,Off-Grid,0.92,1140847
Kartel Solar_18300W_4361,Kartel Solar,18300.0,96.0,220.0,Grid-Tie,0.9,1056735
PRAG_18650W_4362,PRAG,18650.0,12.0,220.0,Battery-Based,0.88,828243
Techfine_12550W_4363,Techfine,12550.0,48.0,220.0,Off-Grid,0.9,1081261
Fronius_5900W_4364,Fronius,5900.0,48.0,220.0,Grid-Tie,0.92,802388
PRAG_1700W_4365,PRAG,1700.0,24.0,220.0,Hybrid,0.88,71089
Growatt_4350W_4366,Growatt,4350.0,96.0,220.0,Battery-Based,0.88,396072
Huawei_5600W_4367,Huawei,5600.0,24.0,220.0,Grid-Tie,0.88,655088
Felicity Solar_11550W_4368,Felicity Solar,11550.0,48.0,220.0,Hybrid,0.9,599916
SMA_9700W_4369,SMA,9700.0,240.0,220.0,Hybrid,0.89,1139653
PRAG_3650W_4370,PRAG,3650.0,240.0,220.0,Off-Grid,0.92,168486
Sungrow_5100W_4371,Sungrow,5100.0,12.0,220.0,Hybrid,0.89,318076
Growatt_13500W_4372,Growatt,13500.0,24.0,220.0,Off-Grid,0.91,1033115
Felicity Solar_11500W_4373,Felicity Solar,11500.0,48.0,220.0,Off-Grid,0.87,391818
Techfine_19050W_4374,Techfine,19050.0,240.0,220.0,Off-Grid,0.87,1308020
Growatt_9950W_4375,Growatt,9950.0,12.0,220.0,Multifunction,0.89,772845
Kartel Solar_7850W_4376,Kartel Solar,7850.0,96.0,220.0,Off-Grid,0.91,358905
Techfine_19700W_4377,Techfine,19700.0,96.0,220.0,Hybrid,0.88,1458951
Felicity Solar_4850W_4378,Felicity Solar,4850.0,48.0,220.0,Off-Grid,0.88,275393
Protonix Fortuner_8000W_4379,Protonix Fortuner,8000.0,24.0,220.0,Grid-Tie,0.91,505024
SMA_15550W_4380,SMA,15550.0,240.0,220.0,Grid-Tie,0.9,2259150
Kartel Solar_1600W_4381,Kartel Solar,1600.0,240.0,220.0,Off-Grid,0.87,81964
Felicity Solar_19650W_4382,Felicity Solar,19650.0,240.0,220.0,Multifunction,0.87,629840
Huawei_1850W_4383,Huawei,1850.0,24.0,220.0,Multifunction,0.91,255038
PRAG_2050W_4384,PRAG,2050.0,240.0,220.0,Multifunction,0.9,87681
Blue Gate_18550W_4385,Blue Gate,18550.0,96.0,220.0,Multifunction,0.88,1059660
Sungrow_7350W_4386,Sungrow,7350.0,96.0,220.0,Grid-Tie,0.88,478462
Growatt_4600W_4387,Growatt,4600.0,96.0,220.0,Battery-Based,0.87,340976
Blue Gate_6000W_4388,Blue Gate,6000.0,240.0,220.0,Off-Grid,0.92,180538
Kartel Solar_11150W_4389,Kartel Solar,11150.0,12.0,220.0,Grid-Tie,0.91,414995
SMA_14500W_4390,SMA,14500.0,24.0,220.0,Hybrid,0.92,2146843
Felicity Solar_12500W_4391,Felicity Solar,12500.0,96.0,220.0,Grid-Tie,0.89,465678
PRAG_2500W_4392,PRAG,2500.0,96.0,220.0,Multifunction,0.91,91033
Felicity Solar_1450W_4393,Felicity Solar,1450.0,24.0,220.0,Battery-Based,0.89,53995
PRAG_18750W_4394,PRAG,18750.0,240.0,220.0,Hybrid,0.91,766554
Blue Gate_2100W_4395,Blue Gate,2100.0,24.0,220.0,Hybrid,0.91,63730
Protonix Fortuner_11650W_4396,Protonix Fortuner,11650.0,96.0,220.0,Off-Grid,0.88,1090887
Felicity Solar_7850W_4397,Felicity Solar,7850.0,96.0,220.0,Hybrid,0.89,243708
Felicity Solar_16050W_4398,Felicity Solar,16050.0,12.0,220.0,Hybrid,0.89,894321
PRAG_16350W_4399,PRAG,16350.0,96.0,220.0,Battery-Based,0.88,547556
Sungrow_1600W_4400,Sungrow,1600.0,48.0,220.0,Off-Grid,0.89,143919
Kartel Solar_9050W_4401,Kartel Solar,9050.0,48.0,220.0,Hybrid,0.9,509690
Felicity Solar_6150W_4402,Felicity Solar,6150.0,96.0,220.0,Multifunction,0.89,251116
Kartel Solar_4050W_4403,Kartel Solar,4050.0,24.0,220.0,Off-Grid,0.88,227463
Sungrow_6750W_4404,Sungrow,6750.0,240.0,220.0,Multifunction,0.89,495404
Sungrow_14350W_4405,Sungrow,14350.0,240.0,220.0,Hybrid,0.91,1433844
Sungrow_10400W_4406,Sungrow,10400.0,12.0,220.0,Multifunction,0.88,970041
Victron Energy_7050W_4407,Victron Energy,7050.0,240.0,220.0,Hybrid,0.92,882660
Sungrow_750W_4408,Sungrow,750.0,48.0,220.0,Multifunction,0.91,48057
Kartel Solar_8850W_4409,Kartel Solar,8850.0,96.0,220.0,Hybrid,0.87,345000
Felicity Solar_13700W_4410,Felicity Solar,13700.0,12.0,220.0,Multifunction,0.9,636858
Protonix Fortuner_12400W_4411,Protonix Fortuner,12400.0,240.0,220.0,Multifunction,0.89,757998
Blue Gate_17950W_4412,Blue Gate,17950.0,48.0,220.0,Off-Grid,0.92,667830
Growatt_2000W_4413,Growatt,2000.0,96.0,220.0,Battery-Based,0.91,147016
Protonix Fortuner_11100W_4414,Protonix Fortuner,11100.0,24.0,220.0,Battery-Based,0.9,764035
Blue Gate_14150W_4415,Blue Gate,14150.0,240.0,220.0,Off-Grid,0.89,815686
SMA_19100W_4416,SMA,19100.0,240.0,220.0,Grid-Tie,0.92,2112131
Victron Energy_9600W_4417,Victron Energy,9600.0,96.0,220.0,Grid-Tie,0.88,1061950
PRAG_650W_4418,PRAG,650.0,96.0,220.0,Multifunction,0.91,31771
Huawei_14250W_4419,Huawei,14250.0,12.0,220.0,Off-Grid,0.89,1818736
Growatt_16950W_4420,Growatt,16950.0,12.0,220.0,Hybrid,0.91,1087546
PRAG_8050W_4421,PRAG,8050.0,240.0,220.0,Grid-Tie,0.88,435931
Felicity Solar_12650W_4422,Felicity Solar,12650.0,12.0,220.0,Hybrid,0.87,728689
Sungrow_2600W_4423,Sungrow,2600.0,240.0,220.0,Hybrid,0.89,249594
Kartel Solar_16650W_4424,Kartel Solar,16650.0,240.0,220.0,Multifunction,0.87,748095
Sungrow_15500W_4425,Sungrow,15500.0,48.0,220.0,Battery-Based,0.9,1503360
Protonix Fortuner_1450W_4426,Protonix Fortuner,1450.0,240.0,220.0,Off-Grid,0.89,99121
Felicity Solar_750W_4427,Felicity Solar,750.0,240.0,220.0,Grid-Tie,0.89,27517
PRAG_16800W_4428,PRAG,16800.0,24.0,220.0,Hybrid,0.89,962158
Techfine_13750W_4429,Techfine,13750.0,96.0,220.0,Grid-Tie,0.91,1190578
Growatt_5250W_4430,Growatt,5250.0,12.0,220.0,Off-Grid,0.92,337687
Kartel Solar_3150W_4431,Kartel Solar,3150.0,240.0,220.0,Off-Grid,0.92,110733
Growatt_700W_4432,Growatt,700.0,24.0,220.0,Hybrid,0.91,53775
Blue Gate_17000W_4433,Blue Gate,17000.0,96.0,220.0,Off-Grid,0.91,951750
Sungrow_1900W_4434,Sungrow,1900.0,12.0,220.0,Grid-Tie,0.89,163121
Growatt_18800W_4435,Growatt,18800.0,240.0,220.0,Off-Grid,0.9,1205928
Kartel Solar_13300W_4436,Kartel Solar,13300.0,24.0,220.0,Multifunction,0.88,495949
Sungrow_15100W_4437,Sungrow,15100.0,24.0,220.0,Grid-Tie,0.89,1276066
Kartel Solar_2750W_4438,Kartel Solar,2750.0,96.0,220.0,Grid-Tie,0.88,121974
Felicity Solar_12950W_4439,Felicity Solar,12950.0,240.0,220.0,Multifunction,0.9,543178
Techfine_5400W_4440,Techfine,5400.0,48.0,220.0,Battery-Based,0.9,438576
PRAG_9600W_4441,PRAG,9600.0,240.0,220.0,Multifunction,0.91,492056
Sungrow_14600W_4442,Sungrow,14600.0,48.0,220.0,Hybrid,0.9,903829
Huawei_7600W_4443,Huawei,7600.0,240.0,220.0,Hybrid,0.91,1055368
Blue Gate_12250W_4444,Blue Gate,12250.0,240.0,220.0,Hybrid,0.88,445251
SMA_7700W_4445,SMA,7700.0,48.0,220.0,Hybrid,0.92,1053360
PRAG_4900W_4446,PRAG,4900.0,12.0,220.0,Battery-Based,0.92,215995
Protonix Fortuner_17750W_4447,Protonix Fortuner,17750.0,240.0,220.0,Battery-Based,0.91,1687062
Protonix Fortuner_16700W_4448,Protonix Fortuner,16700.0,96.0,220.0,Off-Grid,0.89,1278050
SMA_13950W_4449,SMA,13950.0,48.0,220.0,Battery-Based,0.87,1481000
Felicity Solar_10150W_4450,Felicity Solar,10150.0,96.0,220.0,Multifunction,0.89,551786
Growatt_16650W_4451,Growatt,16650.0,48.0,220.0,Multifunction,0.87,1518985
Huawei_9900W_4452,Huawei,9900.0,12.0,220.0,Hybrid,0.89,1275880
Growatt_5750W_4453,Growatt,5750.0,24.0,220.0,Grid-Tie,0.89,506555
Growatt_5550W_4454,Growatt,5550.0,96.0,220.0,Grid-Tie,0.91,460360
Techfine_15600W_4455,Techfine,15600.0,48.0,220.0,Hybrid,0.91,1414828
Blue Gate_3100W_4456,Blue Gate,3100.0,48.0,220.0,Off-Grid,0.9,118183
Growatt_13200W_4457,Growatt,13200.0,24.0,220.0,Multifunction,0.92,1135538
Growatt_17400W_4458,Growatt,17400.0,48.0,220.0,Grid-Tie,0.88,1707086
Techfine_2950W_4459,Techfine,2950.0,96.0,220.0,Hybrid,0.88,227646
Felicity Solar_10550W_4460,Felicity Solar,10550.0,240.0,220.0,Grid-Tie,0.88,393690
Blue Gate_1400W_4461,Blue Gate,1400.0,24.0,220.0,Grid-Tie,0.87,44079
Huawei_850W_4462,Huawei,850.0,12.0,220.0,Battery-Based,0.9,94574
Felicity Solar_15200W_4463,Felicity Solar,15200.0,24.0,220.0,Grid-Tie,0.91,889856
Blue Gate_7750W_4464,Blue Gate,7750.0,240.0,220.0,Multifunction,0.87,424352
