controller_id,brand,type,max_voltage_V,max_current_A,derating_factor,price_NGN
Livoltek_MPPT_48V_20A_4266,Livoltek,MPPT,48.0,20.0,0.95,199863
SRNE_MPPT_48V_30A_4267,SRNE,MPPT,48.0,30.0,0.92,53459
Growatt_MPPT_150V_65A_4268,Growatt,MPPT,150.0,65.0,0.95,31505
Must_MPPT_48V_25A_4269,Must,MPPT,48.0,25.0,0.95,75555
Epever_MPPT_60V_90A_4270,Epever,MPPT,60.0,90.0,0.91,115759
Epever_MPPT_36V_15A_4271,Epever,MPPT,36.0,15.0,0.94,111756
SRNE_PWM_24V_80A_4272,SRNE,PWM,24.0,80.0,0.92,79655
SRNE_PWM_24V_40A_4273,SRNE,PWM,24.0,40.0,0.93,64676
Epever_PWM_60V_90A_4274,Epever,PWM,60.0,90.0,0.91,133624
Xtra Power_MPPT_36V_90A_4275,Xtra Power,MPPT,36.0,90.0,0.94,140338
Growatt_MPPT_60V_70A_4276,Growatt,MPPT,60.0,70.0,0.94,65706
Xtra Power_MPPT_60V_20A_4277,Xtra Power,MPPT,60.0,20.0,0.91,91990
Schneider Electric_PWM_36V_60A_4278,Schneider Electric,PWM,36.0,60.0,0.94,241599
Livoltek_MPPT_150V_30A_4279,Livoltek,MPPT,150.0,30.0,0.93,188246
Felicity_MPPT_150V_55A_4280,Felicity,MPPT,150.0,55.0,0.94,67250
Xtra Power_MPPT_100V_30A_4281,Xtra Power,MPPT,100.0,30.0,0.94,115942
SRNE_PWM_24V_50A_4282,SRNE,PWM,24.0,50.0,0.94,28921
Growatt_PWM_36V_75A_4283,Growatt,PWM,36.0,75.0,0.91,78507
Epever_PWM_48V_75A_4284,Epever,PWM,48.0,75.0,0.95,139434
Anern_MPPT_100V_70A_4285,Anern,MPPT,100.0,70.0,0.92,97455
Livoltek_PWM_48V_95A_4286,Livoltek,PWM,48.0,95.0,0.94,187278
Techfine_MPPT_12V_70A_4287,Techfine,MPPT,12.0,70.0,0.94,115797
Livoltek_PWM_12V_60A_4288,Livoltek,PWM,12.0,60.0,0.95,155069
Livoltek_PWM_24V_50A_4289,Livoltek,PWM,24.0,50.0,0.94,202493
Xtra Power_MPPT_36V_55A_4290,Xtra Power,MPPT,36.0,55.0,0.92,107501
Growatt_MPPT_100V_85A_4291,Growatt,MPPT,100.0,85.0,0.94,31276
Techfine_PWM_12V_60A_4292,Techfine,PWM,12.0,60.0,0.92,83740
Souer_PWM_60V_85A_4293,Souer,PWM,60.0,85.0,0.94,159305
Morningstar_MPPT_24V_45A_4294,Morningstar,MPPT,24.0,45.0,0.93,214043
Anern_MPPT_12V_50A_4295,Anern,MPPT,12.0,50.0,0.93,134462
Xtra Power_MPPT_100V_40A_4296,Xtra Power,MPPT,100.0,40.0,0.94,81359
Growatt_PWM_24V_75A_4297,Growatt,PWM,24.0,75.0,0.92,37079
SRNE_MPPT_48V_10A_4298,SRNE,MPPT,48.0,10.0,0.91,60795
Felicity_MPPT_36V_80A_4299,Felicity,MPPT,36.0,80.0,0.91,49376
Epever_MPPT_36V_55A_4300,Epever,MPPT,36.0,55.0,0.93,123513
Schneider Electric_MPPT_12V_40A_4301,Schneider Electric,MPPT,12.0,40.0,0.92,239036
Felicity_MPPT_12V_100A_4302,Felicity,MPPT,12.0,100.0,0.92,30410
Felicity_MPPT_60V_80A_4303,Felicity,MPPT,60.0,80.0,0.94,43887
Must_MPPT_100V_95A_4304,Must,MPPT,100.0,95.0,0.92,32870
SRNE_PWM_24V_35A_4305,SRNE,PWM,24.0,35.0,0.92,48915
SRNE_MPPT_24V_70A_4306,SRNE,MPPT,24.0,70.0,0.93,34417
Livoltek_PWM_36V_60A_4307,Livoltek,PWM,36.0,60.0,0.94,244316
Must_MPPT_48V_85A_4308,Must,MPPT,48.0,85.0,0.93,38526
Techfine_PWM_12V_65A_4309,Techfine,PWM,12.0,65.0,0.93,144696
Felicity_PWM_24V_25A_4310,Felicity,PWM,24.0,25.0,0.92,52134
Felicity_PWM_60V_40A_4311,Felicity,PWM,60.0,40.0,0.93,24815
Xtra Power_MPPT_24V_55A_4312,Xtra Power,MPPT,24.0,55.0,0.91,106494
Must_MPPT_36V_75A_4313,Must,MPPT,36.0,75.0,0.94,41319
Must_PWM_24V_10A_4314,Must,PWM,24.0,10.0,0.94,67218
Livoltek_MPPT_24V_50A_4315,Livoltek,MPPT,24.0,50.0,0.94,221630
Felicity_MPPT_12V_65A_4316,Felicity,MPPT,12.0,65.0,0.93,41615
Morningstar_MPPT_60V_10A_4317,Morningstar,MPPT,60.0,10.0,0.92,226381
Schneider Electric_PWM_24V_85A_4318,Schneider Electric,PWM,24.0,85.0,0.93,163026
Schneider Electric_PWM_24V_90A_4319,Schneider Electric,PWM,24.0,90.0,0.92,172754
Must_MPPT_150V_95A_4320,Must,MPPT,150.0,95.0,0.94,41167
Schneider Electric_PWM_12V_20A_4321,Schneider Electric,PWM,12.0,20.0,0.95,153335
Morningstar_PWM_12V_35A_4322,Morningstar,PWM,12.0,35.0,0.94,207709
Anern_PWM_12V_50A_4323,Anern,PWM,12.0,50.0,0.92,126667
Xtra Power_MPPT_24V_10A_4324,Xtra Power,MPPT,24.0,10.0,0.94,103085
Xtra Power_PWM_36V_45A_4325,Xtra Power,PWM,36.0,45.0,0.94,92700
Souer_PWM_12V_60A_4326,Souer,PWM,12.0,60.0,0.94,244438
Xtra Power_MPPT_24V_40A_4327,Xtra Power,MPPT,24.0,40.0,0.91,84279
Livoltek_MPPT_150V_60A_4328,Livoltek,MPPT,150.0,60.0,0.93,174670
Schneider Electric_PWM_48V_55A_4329,Schneider Electric,PWM,48.0,55.0,0.92,163590
Morningstar_MPPT_36V_40A_4330,Morningstar,MPPT,36.0,40.0,0.94,227223
Epever_MPPT_150V_70A_4331,Epever,MPPT,150.0,70.0,0.93,90499
Must_MPPT_48V_45A_4332,Must,MPPT,48.0,45.0,0.92,38047
Morningstar_PWM_36V_35A_4333,Morningstar,PWM,36.0,35.0,0.91,192900
Morningstar_PWM_12V_35A_4334,Morningstar,PWM,12.0,35.0,0.94,225617
Must_MPPT_48V_40A_4335,Must,MPPT,48.0,40.0,0.91,40826
SRNE_MPPT_150V_25A_4336,SRNE,MPPT,150.0,25.0,0.91,37453
Morningstar_MPPT_48V_30A_4337,Morningstar,MPPT,48.0,30.0,0.93,167959
Anern_PWM_48V_90A_4338,Anern,PWM,48.0,90.0,0.94,143689
Anern_MPPT_24V_80A_4339,Anern,MPPT,24.0,80.0,0.92,100551
Felicity_PWM_36V_55A_4340,Felicity,PWM,36.0,55.0,0.95,31693
Schneider Electric_PWM_12V_60A_4341,Schneider Electric,PWM,12.0,60.0,0.91,169990
Must_MPPT_60V_85A_4342,Must,MPPT,60.0,85.0,0.93,48807
Growatt_PWM_48V_100A_4343,Growatt,PWM,48.0,100.0,0.93,72686
SRNE_PWM_12V_65A_4344,SRNE,PWM,12.0,65.0,0.91,34291
Xtra Power_PWM_36V_90A_4345,Xtra Power,PWM,36.0,90.0,0.91,140675
Felicity_MPPT_24V_80A_4346,Felicity,MPPT,24.0,80.0,0.94,62532
Anern_MPPT_60V_65A_4347,Anern,MPPT,60.0,65.0,0.94,104796
Xtra Power_MPPT_36V_65A_4348,Xtra Power,MPPT,36.0,65.0,0.92,130797
Xtra Power_MPPT_12V_40A_4349,Xtra Power,MPPT,12.0,40.0,0.94,149467
Morningstar_MPPT_60V_80A_4350,Morningstar,MPPT,60.0,80.0,0.94,231686
Xtra Power_MPPT_48V_95A_4351,Xtra Power,MPPT,48.0,95.0,0.94,93182
Growatt_PWM_24V_75A_4352,Growatt,PWM,24.0,75.0,0.92,65673
Schneider Electric_MPPT_60V_75A_4353,Schneider Electric,MPPT,60.0,75.0,0.92,245397
Techfine_MPPT_12V_90A_4354,Techfine,MPPT,12.0,90.0,0.94,118226
Anern_MPPT_12V_35A_4355,Anern,MPPT,12.0,35.0,0.92,121630
Must_MPPT_24V_35A_4356,Must,MPPT,24.0,35.0,0.92,68367
Techfine_MPPT_48V_100A_4357,Techfine,MPPT,48.0,100.0,0.94,132986
Livoltek_PWM_12V_60A_4358,Livoltek,PWM,12.0,60.0,0.95,166386
Techfine_MPPT_12V_55A_4359,Techfine,MPPT,12.0,55.0,0.93,132860
SRNE_MPPT_100V_50A_4360,SRNE,MPPT,100.0,50.0,0.92,66000
Souer_MPPT_24V_75A_4361,Souer,MPPT,24.0,75.0,0.95,152078
Livoltek_MPPT_100V_25A_4362,Livoltek,MPPT,100.0,25.0,0.93,183129
Growatt_MPPT_36V_55A_4363,Growatt,MPPT,36.0,55.0,0.92,30260
Morningstar_PWM_12V_60A_4364,Morningstar,PWM,12.0,60.0,0.95,213422
Xtra Power_PWM_60V_100A_4365,Xtra Power,PWM,60.0,100.0,0.94,97814
SRNE_PWM_48V_15A_4366,SRNE,PWM,48.0,15.0,0.95,56836
SRNE_PWM_36V_95A_4367,SRNE,PWM,36.0,95.0,0.91,63832
Techfine_MPPT_48V_100A_4368,Techfine,MPPT,48.0,100.0,0.91,99129
Growatt_PWM_48V_75A_4369,Growatt,PWM,48.0,75.0,0.91,76636
Xtra Power_MPPT_150V_45A_4370,Xtra Power,MPPT,150.0,45.0,0.94,132424
SRNE_PWM_60V_50A_4371,SRNE,PWM,60.0,50.0,0.93,42349
Xtra Power_MPPT_60V_25A_4372,Xtra Power,MPPT,60.0,25.0,0.93,116556
Xtra Power_MPPT_150V_60A_4373,Xtra Power,MPPT,150.0,60.0,0.92,128354
Epever_MPPT_48V_45A_4374,Epever,MPPT,48.0,45.0,0.93,91945
Growatt_PWM_36V_70A_4375,Growatt,PWM,36.0,70.0,0.92,71820
Livoltek_PWM_24V_90A_4376,Livoltek,PWM,24.0,90.0,0.94,189197
SRNE_PWM_24V_80A_4377,SRNE,PWM,24.0,80.0,0.94,36791
Felicity_PWM_48V_90A_4378,Felicity,PWM,48.0,90.0,0.94,62723
Souer_PWM_12V_65A_4379,Souer,PWM,12.0,65.0,0.93,189813
Epever_PWM_60V_60A_4380,Epever,PWM,60.0,60.0,0.93,130329
Anern_MPPT_24V_95A_4381,Anern,MPPT,24.0,95.0,0.94,84424
Xtra Power_PWM_12V_85A_4382,Xtra Power,PWM,12.0,85.0,0.94,86106
Livoltek_PWM_60V_65A_4383,Livoltek,PWM,60.0,65.0,0.92,157221
Schneider Electric_MPPT_24V_80A_4384,Schneider Electric,MPPT,24.0,80.0,0.94,240045
Schneider Electric_PWM_48V_75A_4385,Schneider Electric,PWM,48.0,75.0,0.94,213760
Anern_PWM_48V_50A_4386,Anern,PWM,48.0,50.0,0.92,111749
Anern_PWM_24V_70A_4387,Anern,PWM,24.0,70.0,0.95,145316
Epever_PWM_60V_90A_4388,Epever,PWM,60.0,90.0,0.94,144980
Morningstar_PWM_12V_55A_4389,Morningstar,PWM,12.0,55.0,0.94,173436
Felicity_PWM_48V_85A_4390,Felicity,PWM,48.0,85.0,0.91,56819
SRNE_MPPT_12V_95A_4391,SRNE,MPPT,12.0,95.0,0.95,62796
Growatt_MPPT_24V_10A_4392,Growatt,MPPT,24.0,10.0,0.94,26695
Growatt_PWM_36V_90A_4393,Growatt,PWM,36.0,90.0,0.92,25173
Techfine_PWM_48V_15A_4394,Techfine,PWM,48.0,15.0,0.94,140524
Must_MPPT_36V_70A_4395,Must,MPPT,36.0,70.0,0.94,28364
Epever_MPPT_150V_20A_4396,Epever,MPPT,150.0,20.0,0.93,120206
Schneider Electric_PWM_36V_70A_4397,Schneider Electric,PWM,36.0,70.0,0.91,188468
Growatt_PWM_12V_40A_4398,Growatt,PWM,12.0,40.0,0.94,61698
Anern_PWM_24V_60A_4399,Anern,PWM,24.0,60.0,0.93,105403
Morningstar_PWM_12V_65A_4400,Morningstar,PWM,12.0,65.0,0.92,179347
Growatt_MPPT_60V_70A_4401,Growatt,MPPT,60.0,70.0,0.95,47394
Felicity_PWM_60V_15A_4402,Felicity,PWM,60.0,15.0,0.95,61870
Epever_PWM_48V_45A_4403,Epever,PWM,48.0,45.0,0.91,132338
Techfine_PWM_24V_45A_4404,Techfine,PWM,24.0,45.0,0.93,90133
Livoltek_MPPT_60V_45A_4405,Livoltek,MPPT,60.0,45.0,0.93,189715
Must_MPPT_12V_75A_4406,Must,MPPT,12.0,75.0,0.92,55348
Epever_PWM_24V_35A_4407,Epever,PWM,24.0,35.0,0.93,120234
Techfine_PWM_36V_85A_4408,Techfine,PWM,36.0,85.0,0.95,103951
Epever_MPPT_150V_65A_4409,Epever,MPPT,150.0,65.0,0.93,129568
Souer_MPPT_48V_10A_4410,Souer,MPPT,48.0,10.0,0.92,181797
Anern_MPPT_150V_25A_4411,Anern,MPPT,150.0,25.0,0.94,144922
Xtra Power_MPPT_12V_65A_4412,Xtra Power,MPPT,12.0,65.0,0.92,120465
Livoltek_MPPT_48V_65A_4413,Livoltek,MPPT,48.0,65.0,0.94,158924
Growatt_PWM_36V_25A_4414,Growatt,PWM,36.0,25.0,0.93,47693
Techfine_PWM_12V_10A_4415,Techfine,PWM,12.0,10.0,0.93,102595
Growatt_MPPT_100V_40A_4416,Growatt,MPPT,100.0,40.0,0.91,35917
SRNE_MPPT_60V_45A_4417,SRNE,MPPT,60.0,45.0,0.94,22504
Epever_MPPT_24V_65A_4418,Epever,MPPT,24.0,65.0,0.92,147948
Anern_PWM_48V_15A_4419,Anern,PWM,48.0,15.0,0.94,111212
Felicity_MPPT_24V_100A_4420,Felicity,MPPT,24.0,100.0,0.95,44425
Techfine_PWM_24V_50A_4421,Techfine,PWM,24.0,50.0,0.93,124979
SRNE_MPPT_48V_50A_4422,SRNE,MPPT,48.0,50.0,0.95,38101
Xtra Power_PWM_24V_70A_4423,Xtra Power,PWM,24.0,70.0,0.94,147720
Souer_MPPT_36V_55A_4424,Souer,MPPT,36.0,55.0,0.95,242633
Souer_PWM_60V_80A_4425,Souer,PWM,60.0,80.0,0.92,238468
Morningstar_MPPT_12V_10A_4426,Morningstar,MPPT,12.0,10.0,0.93,184191
Epever_PWM_12V_60A_4427,Epever,PWM,12.0,60.0,0.95,137545
Techfine_PWM_36V_60A_4428,Techfine,PWM,36.0,60.0,0.92,87673
Souer_MPPT_48V_70A_4429,Souer,MPPT,48.0,70.0,0.93,224314
Souer_PWM_60V_65A_4430,Souer,PWM,60.0,65.0,0.94,184086
Morningstar_PWM_36V_50A_4431,Morningstar,PWM,36.0,50.0,0.91,191473
Xtra Power_MPPT_48V_90A_4432,Xtra Power,MPPT,48.0,90.0,0.93,86920
Techfine_PWM_36V_50A_4433,Techfine,PWM,36.0,50.0,0.94,125915
Xtra Power_PWM_24V_75A_4434,Xtra Power,PWM,24.0,75.0,0.92,125149
Anern_MPPT_60V_80A_4435,Anern,MPPT,60.0,80.0,0.92,101360
Schneider Electric_MPPT_150V_50A_4436,Schneider Electric,MPPT,150.0,50.0,0.93,210006
Growatt_PWM_24V_10A_4437,Growatt,PWM,24.0,10.0,0.92,43187
SRNE_MPPT_48V_85A_4438,SRNE,MPPT,48.0,85.0,0.91,78530
SRNE_MPPT_100V_90A_4439,SRNE,MPPT,100.0,90.0,0.93,71413
Xtra Power_PWM_60V_25A_4440,Xtra Power,PWM,60.0,25.0,0.94,142293
Techfine_MPPT_12V_60A_4441,Techfine,MPPT,12.0,60.0,0.95,135288
Anern_PWM_60V_45A_4442,Anern,PWM,60.0,45.0,0.93,118226
Techfine_MPPT_12V_55A_4443,Techfine,MPPT,12.0,55.0,0.92,86721
Felicity_PWM_12V_30A_4444,Felicity,PWM,12.0,30.0,0.93,77989
Must_PWM_48V_30A_4445,Must,PWM,48.0,30.0,0.94,30732
SRNE_PWM_12V_80A_4446,SRNE,PWM,12.0,80.0,0.93,39162
SRNE_PWM_60V_100A_4447,SRNE,PWM,60.0,100.0,0.94,63732
SRNE_MPPT_24V_65A_4448,SRNE,MPPT,24.0,65.0,0.92,62615
Morningstar_PWM_48V_20A_4449,Morningstar,PWM,48.0,20.0,0.94,224321
Anern_MPPT_12V_50A_4450,Anern,MPPT,12.0,50.0,0.93,101571
Growatt_MPPT_48V_90A_4451,Growatt,MPPT,48.0,90.0,0.91,65897
SRNE_MPPT_100V_35A_4452,SRNE,MPPT,100.0,35.0,0.94,35921
Schneider Electric_PWM_12V_40A_4453,Schneider Electric,PWM,12.0,40.0,0.95,154130
Epever_PWM_60V_65A_4454,Epever,PWM,60.0,65.0,0.92,128423
Epever_MPPT_24V_30A_4455,Epever,MPPT,24.0,30.0,0.93,88055
Anern_PWM_12V_65A_4456,Anern,PWM,12.0,65.0,0.92,114205
Must_PWM_12V_30A_4457,Must,PWM,12.0,30.0,0.92,54044
Souer_MPPT_60V_35A_4458,Souer,MPPT,60.0,35.0,0.91,236524
Epever_MPPT_150V_95A_4459,Epever,MPPT,150.0,95.0,0.93,102295
SRNE_PWM_60V_50A_4460,SRNE,PWM,60.0,50.0,0.91,66986
SRNE_MPPT_12V_50A_4461,SRNE,MPPT,12.0,50.0,0.93,65426
Growatt_PWM_60V_90A_4462,Growatt,PWM,60.0,90.0,0.95,38584
Felicity_MPPT_12V_45A_4463,Felicity,MPPT,12.0,45.0,0.94,71315
Felicity_MPPT_150V_30A_4464,Felicity,MPPT,150.0,30.0,0.93,31193
Growatt_MPPT_60V_75A_4465,Growatt,MPPT,60.0,75.0,0.93,53868
Felicity_MPPT_100V_80A_4466,Felicity,MPPT,100.0,80.0,0.93,48513
Anern_PWM_48V_85A_4467,Anern,PWM,48.0,85.0,0.92,117945
Anern_MPPT_48V_55A_4468,Anern,MPPT,48.0,55.0,0.91,100662
Livoltek_MPPT_36V_20A_4469,Livoltek,MPPT,36.0,20.0,0.93,246378
Techfine_PWM_24V_40A_4470,Techfine,PWM,24.0,40.0,0.95,101331
Epever_PWM_36V_60A_4471,Epever,PWM,36.0,60.0,0.94,135358
Xtra Power_MPPT_36V_40A_4472,Xtra Power,MPPT,36.0,40.0,0.95,120071
Xtra Power_MPPT_48V_85A_4473,Xtra Power,MPPT,48.0,85.0,0.91,121620
Schneider Electric_MPPT_12V_30A_4474,Schneider Electric,MPPT,12.0,30.0,0.92,246354
Xtra Power_PWM_36V_30A_4475,Xtra Power,PWM,36.0,30.0,0.94,126994
Livoltek_PWM_36V_55A_4476,Livoltek,PWM,36.0,55.0,0.95,178634
Must_MPPT_48V_95A_4477,Must,MPPT,48.0,95.0,0.94,27305
Must_MPPT_60V_40A_4478,Must,MPPT,60.0,40.0,0.93,36318
Epever_PWM_24V_90A_4479,Epever,PWM,24.0,90.0,0.92,84676
Anern_PWM_36V_80A_4480,Anern,PWM,36.0,80.0,0.94,95922
Xtra Power_MPPT_100V_10A_4481,Xtra Power,MPPT,100.0,10.0,0.95,109188
SRNE_PWM_36V_15A_4482,SRNE,PWM,36.0,15.0,0.93,34434
Epever_PWM_12V_25A_4483,Epever,PWM,12.0,25.0,0.94,147072
Anern_MPPT_150V_55A_4484,Anern,MPPT,150.0,55.0,0.94,106509
Growatt_MPPT_36V_30A_4485,Growatt,MPPT,36.0,30.0,0.91,35746
Must_MPPT_36V_75A_4486,Must,MPPT,36.0,75.0,0.93,59572
Xtra Power_PWM_60V_85A_4487,Xtra Power,PWM,60.0,85.0,0.94,127737
Xtra Power_PWM_24V_70A_4488,Xtra Power,PWM,24.0,70.0,0.93,100907
SRNE_MPPT_100V_20A_4489,SRNE,MPPT,100.0,20.0,0.94,39596
Felicity_MPPT_60V_95A_4490,Felicity,MPPT,60.0,95.0,0.95,57567
Must_PWM_48V_85A_4491,Must,PWM,48.0,85.0,0.94,20750
Felicity_PWM_60V_45A_4492,Felicity,PWM,60.0,45.0,0.95,43778
Schneider Electric_MPPT_60V_10A_4493,Schneider Electric,MPPT,60.0,10.0,0.95,216948
Felicity_MPPT_150V_55A_4494,Felicity,MPPT,150.0,55.0,0.91,39586
Techfine_MPPT_150V_25A_4495,Techfine,MPPT,150.0,25.0,0.93,139003
Livoltek_PWM_48V_55A_4496,Livoltek,PWM,48.0,55.0,0.94,171697
Xtra Power_MPPT_60V_25A_4497,Xtra Power,MPPT,60.0,25.0,0.92,101224
Epever_MPPT_12V_70A_4498,Epever,MPPT,12.0,70.0,0.95,144193
SRNE_MPPT_12V_85A_4499,SRNE,MPPT,12.0,85.0,0.94,71140
Anern_PWM_36V_55A_4500,Anern,PWM,36.0,55.0,0.93,120160
Anern_PWM_12V_45A_4501,Anern,PWM,12.0,45.0,0.92,148580
SRNE_PWM_36V_20A_4502,SRNE,PWM,36.0,20.0,0.94,75955
Anern_PWM_36V_80A_4503,Anern,PWM,36.0,80.0,0.91,107200
Schneider Electric_PWM_60V_60A_4504,Schneider Electric,PWM,60.0,60.0,0.92,181208
Must_MPPT_36V_50A_4505,Must,MPPT,36.0,50.0,0.93,49050
Growatt_MPPT_100V_55A_4506,Growatt,MPPT,100.0,55.0,0.94,53561
SRNE_MPPT_36V_20A_4507,SRNE,MPPT,36.0,20.0,0.94,28619
Xtra Power_MPPT_24V_40A_4508,Xtra Power,MPPT,24.0,40.0,0.94,118782
Xtra Power_PWM_24V_50A_4509,Xtra Power,PWM,24.0,50.0,0.93,81027
Anern_MPPT_36V_70A_4510,Anern,MPPT,36.0,70.0,0.93,130451
Xtra Power_MPPT_150V_30A_4511,Xtra Power,MPPT,150.0,30.0,0.94,147849
Schneider Electric_PWM_24V_80A_4512,Schneider Electric,PWM,24.0,80.0,0.95,173101
Livoltek_MPPT_48V_85A_4513,Livoltek,MPPT,48.0,85.0,0.91,230780
Felicity_MPPT_60V_90A_4514,Felicity,MPPT,60.0,90.0,0.95,45865
Epever_PWM_12V_65A_4515,Epever,PWM,12.0,65.0,0.93,86374
SRNE_MPPT_48V_35A_4516,SRNE,MPPT,48.0,35.0,0.92,55457
Growatt_PWM_48V_55A_4517,Growatt,PWM,48.0,55.0,0.92,56593
Must_MPPT_100V_90A_4518,Must,MPPT,100.0,90.0,0.94,36375
Livoltek_PWM_36V_25A_4519,Livoltek,PWM,36.0,25.0,0.94,225507
Anern_MPPT_24V_30A_4520,Anern,MPPT,24.0,30.0,0.94,84475
Growatt_PWM_12V_95A_4521,Growatt,PWM,12.0,95.0,0.93,23314
Epever_MPPT_60V_60A_4522,Epever,MPPT,60.0,60.0,0.92,147969
Livoltek_MPPT_100V_65A_4523,Livoltek,MPPT,100.0,65.0,0.93,176197
Epever_PWM_48V_100A_4524,Epever,PWM,48.0,100.0,0.94,86690
Morningstar_MPPT_12V_40A_4525,Morningstar,MPPT,12.0,40.0,0.91,185940
Morningstar_PWM_48V_70A_4526,Morningstar,PWM,48.0,70.0,0.92,205494
Growatt_MPPT_24V_15A_4527,Growatt,MPPT,24.0,15.0,0.95,78226
Xtra Power_MPPT_36V_55A_4528,Xtra Power,MPPT,36.0,55.0,0.92,140255
Schneider Electric_PWM_60V_80A_4529,Schneider Electric,PWM,60.0,80.0,0.95,236961
Xtra Power_MPPT_100V_25A_4530,Xtra Power,MPPT,100.0,25.0,0.94,98649
Growatt_PWM_60V_45A_4531,Growatt,PWM,60.0,45.0,0.93,22154
Epever_PWM_60V_75A_4532,Epever,PWM,60.0,75.0,0.93,102286
Must_MPPT_48V_40A_4533,Must,MPPT,48.0,40.0,0.92,50212
Felicity_MPPT_100V_40A_4534,Felicity,MPPT,100.0,40.0,0.92,30360
Must_MPPT_100V_70A_4535,Must,MPPT,100.0,70.0,0.91,78453
Must_PWM_24V_15A_4536,Must,PWM,24.0,15.0,0.94,75917
Anern_MPPT_60V_65A_4537,Anern,MPPT,60.0,65.0,0.95,119177
Livoltek_PWM_12V_25A_4538,Livoltek,PWM,12.0,25.0,0.94,203556
Growatt_MPPT_36V_55A_4539,Growatt,MPPT,36.0,55.0,0.95,41467
Epever_MPPT_60V_65A_4540,Epever,MPPT,60.0,65.0,0.95,108235
Epever_MPPT_24V_20A_4541,Epever,MPPT,24.0,20.0,0.92,99358
Techfine_MPPT_12V_35A_4542,Techfine,MPPT,12.0,35.0,0.92,128576
Xtra Power_MPPT_150V_25A_4543,Xtra Power,MPPT,150.0,25.0,0.94,92049
SRNE_MPPT_100V_100A_4544,SRNE,MPPT,100.0,100.0,0.91,71463
Souer_MPPT_48V_55A_4545,Souer,MPPT,48.0,55.0,0.93,208079
Livoltek_MPPT_48V_25A_4546,Livoltek,MPPT,48.0,25.0,0.93,159988
Souer_MPPT_24V_65A_4547,Souer,MPPT,24.0,65.0,0.94,217354
Anern_PWM_48V_45A_4548,Anern,PWM,48.0,45.0,0.95,146478
Epever_PWM_36V_30A_4549,Epever,PWM,36.0,30.0,0.94,133745
Felicity_MPPT_12V_50A_4550,Felicity,MPPT,12.0,50.0,0.93,35215
Felicity_PWM_60V_50A_4551,Felicity,PWM,60.0,50.0,0.93,40081
Souer_PWM_48V_20A_4552,Souer,PWM,48.0,20.0,0.93,214849
Xtra Power_MPPT_150V_50A_4553,Xtra Power,MPPT,150.0,50.0,0.93,85492
SRNE_MPPT_100V_10A_4554,SRNE,MPPT,100.0,10.0,0.94,56905
Techfine_MPPT_100V_65A_4555,Techfine,MPPT,100.0,65.0,0.91,145192
Growatt_PWM_48V_30A_4556,Growatt,PWM,48.0,30.0,0.92,60499
Souer_PWM_24V_15A_4557,Souer,PWM,24.0,15.0,0.94,226150
Must_PWM_12V_85A_4558,Must,PWM,12.0,85.0,0.91,35016
Felicity_MPPT_24V_95A_4559,Felicity,MPPT,24.0,95.0,0.93,69870
Epever_MPPT_150V_100A_4560,Epever,MPPT,150.0,100.0,0.92,129982
SRNE_PWM_60V_90A_4561,SRNE,PWM,60.0,90.0,0.93,63322
Anern_PWM_60V_100A_4562,Anern,PWM,60.0,100.0,0.94,130819
SRNE_PWM_12V_60A_4563,SRNE,PWM,12.0,60.0,0.94,42117
Xtra Power_PWM_12V_85A_4564,Xtra Power,PWM,12.0,85.0,0.94,140674
Souer_PWM_12V_70A_4565,Souer,PWM,12.0,70.0,0.92,197923
Livoltek_PWM_48V_85A_4566,Livoltek,PWM,48.0,85.0,0.94,166285
Epever_PWM_60V_40A_4567,Epever,PWM,60.0,40.0,0.94,118833
SRNE_MPPT_60V_75A_4568,SRNE,MPPT,60.0,75.0,0.93,23460
Must_PWM_48V_20A_4569,Must,PWM,48.0,20.0,0.91,51700
Felicity_MPPT_12V_35A_4570,Felicity,MPPT,12.0,35.0,0.93,79399
Techfine_MPPT_150V_35A_4571,Techfine,MPPT,150.0,35.0,0.93,128500
SRNE_MPPT_150V_95A_4572,SRNE,MPPT,150.0,95.0,0.93,47666
Epever_PWM_24V_55A_4573,Epever,PWM,24.0,55.0,0.94,108661
Felicity_MPPT_36V_70A_4574,Felicity,MPPT,36.0,70.0,0.93,62115
Schneider Electric_PWM_60V_75A_4575,Schneider Electric,PWM,60.0,75.0,0.95,204199
Techfine_MPPT_12V_35A_4576,Techfine,MPPT,12.0,35.0,0.92,113293
Felicity_MPPT_12V_95A_4577,Felicity,MPPT,12.0,95.0,0.92,65890
Growatt_MPPT_60V_55A_4578,Growatt,MPPT,60.0,55.0,0.92,41515
Felicity_MPPT_12V_85A_4579,Felicity,MPPT,12.0,85.0,0.91,59402
Epever_MPPT_48V_55A_4580,Epever,MPPT,48.0,55.0,0.92,129666
Techfine_PWM_12V_35A_4581,Techfine,PWM,12.0,35.0,0.95,126739
Felicity_MPPT_24V_30A_4582,Felicity,MPPT,24.0,30.0,0.91,44706
Felicity_PWM_12V_35A_4583,Felicity,PWM,12.0,35.0,0.95,48188
Xtra Power_PWM_24V_60A_4584,Xtra Power,PWM,24.0,60.0,0.92,109475
SRNE_MPPT_60V_35A_4585,SRNE,MPPT,60.0,35.0,0.93,37495
SRNE_MPPT_48V_85A_4586,SRNE,MPPT,48.0,85.0,0.93,34403
