panel_id,brand,panel_type,rated_power_w,voltage,derating_factor,cabling_loss,safety_factor,length_m,width_m,area_m2,price_NGN
Trina Solar_530W_Monocrystalline_3559,Trina Solar,Monocrystalline,530.0,24.0,0.81,0.06,0.08,2.01,1.0,2.01,173683
Must_180W_Polycrystalline_3560,Must,Polycrystalline,180.0,12.0,0.78,0.06,0.1,1.6,0.96,1.54,30776
Prag_210W_Half-Cut_3561,Prag,Half-Cut,210.0,24.0,0.79,0.04,0.09,1.58,0.88,1.39,36574
Auxano Solar_570W_Polycrystalline_3562,Auxano Solar,Polycrystalline,570.0,48.0,0.81,0.04,0.12,2.03,1.0,2.03,142234
Suntech_230W_Bifacial_3563,Suntech,Bifacial,230.0,12.0,0.81,0.06,0.1,1.51,0.98,1.48,82790
Prag_90W_Monocrystalline_3564,Prag,Monocrystalline,90.0,48.0,0.8,0.05,0.1,1.01,0.54,0.55,19924
JA Solar_310W_Monocrystalline_3565,JA Solar,Monocrystalline,310.0,12.0,0.79,0.06,0.09,1.67,0.95,1.59,134870
Trina Solar_180W_Monocrystalline_3566,Trina Solar,Monocrystalline,180.0,36.0,0.79,0.05,0.11,1.51,0.85,1.28,44714
LONGi Solar_510W_Half-Cut_3567,LONGi Solar,Half-Cut,510.0,24.0,0.82,0.05,0.11,2.02,1.0,2.02,181039
Trina Solar_320W_Polycrystalline_3568,Trina Solar,Polycrystalline,320.0,36.0,0.79,0.05,0.11,1.65,0.94,1.55,111030
Prag_280W_Monocrystalline_3569,Prag,Monocrystalline,280.0,36.0,0.82,0.05,0.12,1.68,1.0,1.68,38818
Trina Solar_360W_Bifacial_3570,Trina Solar,Bifacial,360.0,24.0,0.78,0.05,0.12,1.83,0.99,1.81,124616
Jinko Solar_580W_Bifacial_3571,Jinko Solar,Bifacial,580.0,48.0,0.78,0.05,0.11,2.01,1.0,2.01,161626
Mercury_180W_Bifacial_3572,Mercury,Bifacial,180.0,12.0,0.79,0.04,0.1,1.55,0.85,1.32,25839
Sukam_460W_Bifacial_3573,Sukam,Bifacial,460.0,12.0,0.79,0.06,0.12,2.04,1.0,2.04,100531
Jinko Solar_380W_Polycrystalline_3574,Jinko Solar,Polycrystalline,380.0,36.0,0.82,0.05,0.11,1.77,0.99,1.75,118080
Mercury_50W_Bifacial_3575,Mercury,Bifacial,50.0,48.0,0.81,0.05,0.1,1.01,0.53,0.54,11438
Vsun Solar_520W_Bifacial_3576,Vsun Solar,Bifacial,520.0,24.0,0.78,0.06,0.11,2.04,1.0,2.04,179250
Auxano Solar_170W_Bifacial_3577,Auxano Solar,Bifacial,170.0,48.0,0.8,0.05,0.11,1.54,0.93,1.43,49538
JA Solar_270W_Polycrystalline_3578,JA Solar,Polycrystalline,270.0,12.0,0.79,0.04,0.11,1.63,0.99,1.61,103500
Vsun Solar_120W_Polycrystalline_3579,Vsun Solar,Polycrystalline,120.0,24.0,0.79,0.04,0.11,1.18,0.51,0.6,34567
Vsun Solar_290W_Monocrystalline_3580,Vsun Solar,Monocrystalline,290.0,36.0,0.8,0.04,0.09,1.61,0.95,1.53,82344
Prag_90W_Bifacial_3581,Prag,Bifacial,90.0,48.0,0.79,0.06,0.1,1.15,0.57,0.66,19778
Vsun Solar_380W_Half-Cut_3582,Vsun Solar,Half-Cut,380.0,12.0,0.8,0.05,0.11,1.87,0.99,1.85,101765
LONGi Solar_230W_Polycrystalline_3583,LONGi Solar,Polycrystalline,230.0,48.0,0.82,0.04,0.09,1.5,0.99,1.48,86890
Trina Solar_180W_Half-Cut_3584,Trina Solar,Half-Cut,180.0,12.0,0.8,0.06,0.1,1.52,0.94,1.43,40642
Auxano Solar_510W_Polycrystalline_3585,Auxano Solar,Polycrystalline,510.0,36.0,0.8,0.05,0.09,2.0,1.0,2.0,166575
Felicity_540W_Monocrystalline_3586,Felicity,Monocrystalline,540.0,36.0,0.81,0.05,0.11,2.01,1.0,2.01,97901
Mercury_100W_Half-Cut_3587,Mercury,Half-Cut,100.0,12.0,0.79,0.06,0.12,1.03,0.51,0.53,19886
Trina Solar_590W_Bifacial_3588,Trina Solar,Bifacial,590.0,12.0,0.79,0.06,0.08,2.01,1.0,2.01,190174
Vsun Solar_300W_Polycrystalline_3589,Vsun Solar,Polycrystalline,300.0,36.0,0.78,0.05,0.1,1.64,0.95,1.56,100384
Jinko Solar_490W_Monocrystalline_3590,Jinko Solar,Monocrystalline,490.0,36.0,0.79,0.05,0.08,2.03,1.0,2.03,155306
Jinko Solar_290W_Polycrystalline_3591,Jinko Solar,Polycrystalline,290.0,24.0,0.8,0.06,0.09,1.68,0.9,1.51,77723
LONGi Solar_400W_Monocrystalline_3592,LONGi Solar,Monocrystalline,400.0,12.0,0.8,0.06,0.09,1.81,0.99,1.79,166534
Vsun Solar_440W_Polycrystalline_3593,Vsun Solar,Polycrystalline,440.0,36.0,0.82,0.04,0.09,1.74,1.0,1.74,109941
Sukam_240W_Half-Cut_3594,Sukam,Half-Cut,240.0,36.0,0.81,0.06,0.11,1.53,0.82,1.25,39492
JA Solar_200W_Polycrystalline_3595,JA Solar,Polycrystalline,200.0,12.0,0.81,0.05,0.1,1.54,0.85,1.31,73444
Prag_190W_Bifacial_3596,Prag,Bifacial,190.0,24.0,0.79,0.06,0.11,1.5,0.81,1.22,41500
JA Solar_60W_Half-Cut_3597,JA Solar,Half-Cut,60.0,24.0,0.79,0.06,0.09,1.14,0.57,0.65,25680
Canadian Solar_310W_Polycrystalline_3598,Canadian Solar,Polycrystalline,310.0,24.0,0.78,0.05,0.11,1.62,0.92,1.49,139013
Jinko Solar_50W_Monocrystalline_3599,Jinko Solar,Monocrystalline,50.0,24.0,0.79,0.06,0.09,1.02,0.66,0.67,14717
Renogy_550W_Polycrystalline_3600,Renogy,Polycrystalline,550.0,12.0,0.8,0.06,0.1,2.01,1.0,2.01,207979
JA Solar_560W_Polycrystalline_3601,JA Solar,Polycrystalline,560.0,48.0,0.8,0.05,0.11,2.04,1.0,2.04,225247
Jinko Solar_420W_Polycrystalline_3602,Jinko Solar,Polycrystalline,420.0,48.0,0.81,0.05,0.09,1.92,0.99,1.9,96506
Sukam_520W_Bifacial_3603,Sukam,Bifacial,520.0,48.0,0.78,0.04,0.11,2.02,1.0,2.02,113453
Must_300W_Half-Cut_3604,Must,Half-Cut,300.0,24.0,0.81,0.05,0.09,1.64,0.93,1.53,74049
Auxano Solar_410W_Bifacial_3605,Auxano Solar,Bifacial,410.0,12.0,0.82,0.04,0.09,1.75,0.99,1.73,117532
Renogy_200W_Monocrystalline_3606,Renogy,Monocrystalline,200.0,12.0,0.79,0.04,0.1,1.55,0.94,1.46,69517
Vsun Solar_590W_Polycrystalline_3607,Vsun Solar,Polycrystalline,590.0,36.0,0.79,0.04,0.11,2.02,1.0,2.02,193085
Vsun Solar_450W_Monocrystalline_3608,Vsun Solar,Monocrystalline,450.0,24.0,0.81,0.06,0.12,1.77,0.99,1.75,118151
JA Solar_300W_Half-Cut_3609,JA Solar,Half-Cut,300.0,36.0,0.82,0.05,0.1,1.67,0.94,1.57,105076
Suntech_410W_Polycrystalline_3610,Suntech,Polycrystalline,410.0,24.0,0.8,0.06,0.08,1.9,1.0,1.9,177277
Canadian Solar_220W_Monocrystalline_3611,Canadian Solar,Monocrystalline,220.0,12.0,0.82,0.04,0.11,1.57,0.91,1.43,78060
Jinko Solar_170W_Half-Cut_3612,Jinko Solar,Half-Cut,170.0,36.0,0.81,0.05,0.1,1.54,0.9,1.39,45880
Renogy_500W_Bifacial_3613,Renogy,Bifacial,500.0,24.0,0.78,0.04,0.11,2.04,1.0,2.04,183323
JA Solar_470W_Polycrystalline_3614,JA Solar,Polycrystalline,470.0,24.0,0.79,0.05,0.08,2.03,1.0,2.03,172934
Trina Solar_300W_Half-Cut_3615,Trina Solar,Half-Cut,300.0,48.0,0.79,0.06,0.11,1.67,0.91,1.52,91271
Canadian Solar_310W_Monocrystalline_3616,Canadian Solar,Monocrystalline,310.0,24.0,0.78,0.05,0.11,1.67,0.92,1.54,120594
Must_250W_Half-Cut_3617,Must,Half-Cut,250.0,24.0,0.78,0.05,0.09,1.54,0.91,1.4,56525
Trina Solar_480W_Bifacial_3618,Trina Solar,Bifacial,480.0,12.0,0.8,0.05,0.08,2.04,1.0,2.04,119881
Vsun Solar_520W_Bifacial_3619,Vsun Solar,Bifacial,520.0,12.0,0.82,0.04,0.1,2.01,1.0,2.01,161618
Mercury_250W_Half-Cut_3620,Mercury,Half-Cut,250.0,12.0,0.81,0.05,0.08,1.56,0.83,1.29,41313
Jinko Solar_90W_Monocrystalline_3621,Jinko Solar,Monocrystalline,90.0,12.0,0.8,0.04,0.12,1.3,0.63,0.82,26773
Mercury_540W_Polycrystalline_3622,Mercury,Polycrystalline,540.0,12.0,0.79,0.06,0.12,2.05,1.0,2.05,123614
Jinko Solar_490W_Bifacial_3623,Jinko Solar,Bifacial,490.0,48.0,0.78,0.04,0.11,2.02,1.0,2.02,150473
LONGi Solar_470W_Bifacial_3624,LONGi Solar,Bifacial,470.0,48.0,0.81,0.05,0.1,2.05,1.0,2.05,201820
Mercury_380W_Monocrystalline_3625,Mercury,Monocrystalline,380.0,12.0,0.81,0.05,0.12,1.87,1.0,1.87,77947
Prag_420W_Monocrystalline_3626,Prag,Monocrystalline,420.0,48.0,0.81,0.04,0.09,1.9,1.0,1.9,95287
Sukam_60W_Polycrystalline_3627,Sukam,Polycrystalline,60.0,12.0,0.78,0.05,0.09,1.18,0.63,0.74,13635
Sukam_110W_Half-Cut_3628,Sukam,Half-Cut,110.0,24.0,0.8,0.05,0.11,1.13,0.59,0.67,21457
Sukam_120W_Bifacial_3629,Sukam,Bifacial,120.0,12.0,0.82,0.04,0.12,1.17,0.57,0.67,17168
Trina Solar_150W_Half-Cut_3630,Trina Solar,Half-Cut,150.0,48.0,0.81,0.05,0.09,1.14,0.58,0.66,36112
Sukam_370W_Polycrystalline_3631,Sukam,Polycrystalline,370.0,12.0,0.82,0.05,0.09,1.79,0.99,1.77,60270
Prag_440W_Bifacial_3632,Prag,Bifacial,440.0,36.0,0.79,0.04,0.11,1.93,1.0,1.93,98570
Must_110W_Bifacial_3633,Must,Bifacial,110.0,24.0,0.79,0.05,0.09,1.07,0.61,0.65,27040
Auxano Solar_190W_Half-Cut_3634,Auxano Solar,Half-Cut,190.0,36.0,0.8,0.04,0.1,1.52,0.9,1.37,48459
Vsun Solar_220W_Monocrystalline_3635,Vsun Solar,Monocrystalline,220.0,24.0,0.8,0.06,0.11,1.5,0.86,1.29,54000
Prag_250W_Half-Cut_3636,Prag,Half-Cut,250.0,48.0,0.78,0.04,0.1,1.52,0.99,1.5,46352
Must_310W_Bifacial_3637,Must,Bifacial,310.0,48.0,0.81,0.06,0.09,1.63,0.94,1.53,62678
Vsun Solar_520W_Half-Cut_3638,Vsun Solar,Half-Cut,520.0,48.0,0.82,0.04,0.08,2.01,1.0,2.01,181195
Must_70W_Half-Cut_3639,Must,Half-Cut,70.0,24.0,0.79,0.05,0.08,1.11,0.61,0.68,16117
Trina Solar_530W_Monocrystalline_3640,Trina Solar,Monocrystalline,530.0,12.0,0.8,0.06,0.11,2.02,1.0,2.02,150684
Vsun Solar_70W_Bifacial_3641,Vsun Solar,Bifacial,70.0,48.0,0.81,0.04,0.09,1.17,0.53,0.62,17642
Felicity_550W_Bifacial_3642,Felicity,Bifacial,550.0,36.0,0.8,0.04,0.1,2.05,1.0,2.05,102709
JA Solar_400W_Polycrystalline_3643,JA Solar,Polycrystalline,400.0,36.0,0.82,0.04,0.09,1.72,1.0,1.72,158251
Prag_120W_Monocrystalline_3644,Prag,Monocrystalline,120.0,12.0,0.82,0.05,0.08,1.01,0.52,0.53,18246
Sukam_290W_Polycrystalline_3645,Sukam,Polycrystalline,290.0,48.0,0.79,0.04,0.09,1.7,0.96,1.63,48958
Mercury_150W_Bifacial_3646,Mercury,Bifacial,150.0,48.0,0.78,0.05,0.11,1.02,0.56,0.57,32965
Vsun Solar_600W_Monocrystalline_3647,Vsun Solar,Monocrystalline,600.0,36.0,0.81,0.05,0.09,2.03,1.0,2.03,144707
Must_470W_Polycrystalline_3648,Must,Polycrystalline,470.0,12.0,0.79,0.05,0.1,2.02,1.0,2.02,110799
Canadian Solar_520W_Polycrystalline_3649,Canadian Solar,Polycrystalline,520.0,48.0,0.79,0.06,0.09,2.05,1.0,2.05,226860
Sukam_290W_Bifacial_3650,Sukam,Bifacial,290.0,24.0,0.79,0.05,0.08,1.67,0.97,1.62,69381
LONGi Solar_140W_Polycrystalline_3651,LONGi Solar,Polycrystalline,140.0,36.0,0.79,0.06,0.08,1.06,0.51,0.54,62406
Vsun Solar_400W_Monocrystalline_3652,Vsun Solar,Monocrystalline,400.0,12.0,0.78,0.06,0.12,1.95,0.99,1.93,128987
Prag_230W_Bifacial_3653,Prag,Bifacial,230.0,12.0,0.81,0.06,0.12,1.53,0.94,1.44,31301
Must_590W_Half-Cut_3654,Must,Half-Cut,590.0,24.0,0.81,0.04,0.09,2.01,1.0,2.01,81236
Mercury_520W_Polycrystalline_3655,Mercury,Polycrystalline,520.0,12.0,0.82,0.06,0.11,2.02,1.0,2.02,80052
Prag_550W_Half-Cut_3656,Prag,Half-Cut,550.0,12.0,0.8,0.05,0.08,2.01,1.0,2.01,113806
LONGi Solar_570W_Half-Cut_3657,LONGi Solar,Half-Cut,570.0,12.0,0.79,0.04,0.11,2.02,1.0,2.02,234598
Must_100W_Bifacial_3658,Must,Bifacial,100.0,36.0,0.81,0.04,0.1,1.22,0.59,0.72,13656
Felicity_300W_Polycrystalline_3659,Felicity,Polycrystalline,300.0,12.0,0.8,0.05,0.11,1.62,0.97,1.57,54402
Mercury_400W_Monocrystalline_3660,Mercury,Monocrystalline,400.0,48.0,0.79,0.04,0.1,1.79,0.99,1.77,71508
Renogy_280W_Polycrystalline_3661,Renogy,Polycrystalline,280.0,48.0,0.78,0.05,0.1,1.63,0.95,1.55,124912
Mercury_510W_Bifacial_3662,Mercury,Bifacial,510.0,12.0,0.8,0.06,0.09,2.0,1.0,2.0,93170
Must_130W_Polycrystalline_3663,Must,Polycrystalline,130.0,36.0,0.8,0.05,0.11,1.16,0.67,0.78,20519
Jinko Solar_490W_Monocrystalline_3664,Jinko Solar,Monocrystalline,490.0,36.0,0.78,0.05,0.11,2.04,1.0,2.04,132950
LONGi Solar_560W_Monocrystalline_3665,LONGi Solar,Monocrystalline,560.0,48.0,0.81,0.05,0.09,2.01,1.0,2.01,196097
Vsun Solar_530W_Polycrystalline_3666,Vsun Solar,Polycrystalline,530.0,12.0,0.82,0.06,0.09,2.03,1.0,2.03,170086
Vsun Solar_240W_Half-Cut_3667,Vsun Solar,Half-Cut,240.0,48.0,0.81,0.06,0.08,1.53,0.85,1.3,67997
Canadian Solar_390W_Monocrystalline_3668,Canadian Solar,Monocrystalline,390.0,12.0,0.81,0.06,0.08,1.91,0.99,1.89,169397
Felicity_460W_Half-Cut_3669,Felicity,Half-Cut,460.0,36.0,0.81,0.05,0.11,2.01,1.0,2.01,63139
Vsun Solar_350W_Half-Cut_3670,Vsun Solar,Half-Cut,350.0,48.0,0.8,0.05,0.12,1.69,0.95,1.61,94218
Canadian Solar_590W_Monocrystalline_3671,Canadian Solar,Monocrystalline,590.0,12.0,0.81,0.04,0.09,2.0,1.0,2.0,259883
Trina Solar_120W_Half-Cut_3672,Trina Solar,Half-Cut,120.0,24.0,0.81,0.06,0.09,1.14,0.69,0.79,27714
Auxano Solar_320W_Half-Cut_3673,Auxano Solar,Half-Cut,320.0,36.0,0.79,0.05,0.11,1.67,1.0,1.67,72733
Prag_440W_Half-Cut_3674,Prag,Half-Cut,440.0,12.0,0.8,0.04,0.11,1.72,1.0,1.72,76745
Trina Solar_540W_Bifacial_3675,Trina Solar,Bifacial,540.0,48.0,0.81,0.05,0.09,2.05,1.0,2.05,162357
Auxano Solar_350W_Polycrystalline_3676,Auxano Solar,Polycrystalline,350.0,12.0,0.8,0.06,0.11,1.65,0.91,1.5,101915
Jinko Solar_400W_Half-Cut_3677,Jinko Solar,Half-Cut,400.0,24.0,0.81,0.05,0.12,1.8,0.99,1.78,95646
Trina Solar_270W_Bifacial_3678,Trina Solar,Bifacial,270.0,24.0,0.81,0.04,0.09,1.69,0.95,1.61,74341
Vsun Solar_140W_Polycrystalline_3679,Vsun Solar,Polycrystalline,140.0,36.0,0.78,0.04,0.12,1.26,0.57,0.72,32377
Vsun Solar_60W_Bifacial_3680,Vsun Solar,Bifacial,60.0,12.0,0.79,0.05,0.11,1.26,0.7,0.88,13899
Vsun Solar_540W_Half-Cut_3681,Vsun Solar,Half-Cut,540.0,24.0,0.81,0.05,0.09,2.03,1.0,2.03,134898
Suntech_60W_Half-Cut_3682,Suntech,Half-Cut,60.0,36.0,0.81,0.04,0.1,1.18,0.68,0.8,26757
Mercury_160W_Polycrystalline_3683,Mercury,Polycrystalline,160.0,24.0,0.79,0.05,0.11,1.53,0.87,1.33,35313
Vsun Solar_230W_Half-Cut_3684,Vsun Solar,Half-Cut,230.0,36.0,0.79,0.04,0.1,1.54,0.9,1.39,53876
Suntech_140W_Bifacial_3685,Suntech,Bifacial,140.0,48.0,0.81,0.05,0.11,1.14,0.63,0.72,47276
Must_480W_Monocrystalline_3686,Must,Monocrystalline,480.0,36.0,0.81,0.04,0.09,2.03,1.0,2.03,97754
Prag_70W_Polycrystalline_3687,Prag,Polycrystalline,70.0,24.0,0.79,0.06,0.09,1.05,0.57,0.6,14962
LONGi Solar_500W_Monocrystalline_3688,LONGi Solar,Monocrystalline,500.0,12.0,0.81,0.04,0.08,2.02,1.0,2.02,213611
Jinko Solar_570W_Bifacial_3689,Jinko Solar,Bifacial,570.0,36.0,0.81,0.06,0.1,2.04,1.0,2.04,183818
Sukam_260W_Bifacial_3690,Sukam,Bifacial,260.0,48.0,0.82,0.04,0.09,1.64,0.97,1.59,41421
Trina Solar_600W_Half-Cut_3691,Trina Solar,Half-Cut,600.0,36.0,0.78,0.05,0.09,2.01,1.0,2.01,143914
Trina Solar_490W_Polycrystalline_3692,Trina Solar,Polycrystalline,490.0,48.0,0.81,0.05,0.11,2.03,1.0,2.03,163934
Renogy_360W_Monocrystalline_3693,Renogy,Monocrystalline,360.0,48.0,0.8,0.06,0.08,1.76,0.99,1.74,140543
Jinko Solar_420W_Bifacial_3694,Jinko Solar,Bifacial,420.0,48.0,0.82,0.04,0.1,1.76,1.0,1.76,108352
Prag_510W_Polycrystalline_3695,Prag,Polycrystalline,510.0,12.0,0.82,0.06,0.09,2.03,1.0,2.03,89403
LONGi Solar_570W_Monocrystalline_3696,LONGi Solar,Monocrystalline,570.0,24.0,0.79,0.05,0.11,2.01,1.0,2.01,205401
Sukam_570W_Half-Cut_3697,Sukam,Half-Cut,570.0,48.0,0.8,0.05,0.1,2.01,1.0,2.01,84101
Jinko Solar_580W_Monocrystalline_3698,Jinko Solar,Monocrystalline,580.0,36.0,0.8,0.05,0.12,2.03,1.0,2.03,197398
Mercury_400W_Half-Cut_3699,Mercury,Half-Cut,400.0,48.0,0.8,0.05,0.08,1.86,1.0,1.86,86288
Trina Solar_290W_Monocrystalline_3700,Trina Solar,Monocrystalline,290.0,36.0,0.82,0.05,0.1,1.6,0.98,1.57,75752
Vsun Solar_120W_Polycrystalline_3701,Vsun Solar,Polycrystalline,120.0,36.0,0.81,0.05,0.1,1.18,0.51,0.6,41818
Trina Solar_380W_Polycrystalline_3702,Trina Solar,Polycrystalline,380.0,36.0,0.8,0.06,0.12,1.74,1.0,1.74,106158
Mercury_540W_Polycrystalline_3703,Mercury,Polycrystalline,540.0,24.0,0.82,0.05,0.09,2.05,1.0,2.05,98024
Auxano Solar_270W_Monocrystalline_3704,Auxano Solar,Monocrystalline,270.0,48.0,0.8,0.05,0.11,1.63,0.97,1.58,86804
Auxano Solar_540W_Monocrystalline_3705,Auxano Solar,Monocrystalline,540.0,24.0,0.8,0.06,0.09,2.04,1.0,2.04,169567
Jinko Solar_470W_Bifacial_3706,Jinko Solar,Bifacial,470.0,48.0,0.81,0.06,0.12,2.01,1.0,2.01,106614
Renogy_440W_Bifacial_3707,Renogy,Bifacial,440.0,48.0,0.79,0.06,0.12,1.73,1.0,1.73,187687
Sukam_320W_Polycrystalline_3708,Sukam,Polycrystalline,320.0,48.0,0.79,0.04,0.1,1.67,0.98,1.64,63377
Trina Solar_230W_Polycrystalline_3709,Trina Solar,Polycrystalline,230.0,48.0,0.79,0.06,0.09,1.51,0.89,1.34,69168
Canadian Solar_50W_Bifacial_3710,Canadian Solar,Bifacial,50.0,36.0,0.81,0.06,0.12,1.04,0.63,0.66,22455
Prag_450W_Monocrystalline_3711,Prag,Monocrystalline,450.0,48.0,0.81,0.05,0.11,1.93,1.0,1.93,106274
Mercury_110W_Half-Cut_3712,Mercury,Half-Cut,110.0,24.0,0.79,0.04,0.1,1.24,0.54,0.67,21259
Mercury_300W_Half-Cut_3713,Mercury,Half-Cut,300.0,48.0,0.81,0.05,0.1,1.7,0.97,1.65,47171
Must_400W_Bifacial_3714,Must,Bifacial,400.0,36.0,0.8,0.05,0.09,1.84,1.0,1.84,67310
Auxano Solar_320W_Bifacial_3715,Auxano Solar,Bifacial,320.0,48.0,0.8,0.06,0.1,1.61,0.96,1.55,99703
JA Solar_320W_Half-Cut_3716,JA Solar,Half-Cut,320.0,12.0,0.79,0.05,0.12,1.65,0.97,1.6,111064
Must_120W_Half-Cut_3717,Must,Half-Cut,120.0,36.0,0.82,0.05,0.09,1.07,0.53,0.57,20613
Mercury_120W_Polycrystalline_3718,Mercury,Polycrystalline,120.0,24.0,0.8,0.06,0.09,1.27,0.55,0.7,24999
Vsun Solar_550W_Polycrystalline_3719,Vsun Solar,Polycrystalline,550.0,48.0,0.82,0.06,0.1,2.0,1.0,2.0,192052
Canadian Solar_150W_Half-Cut_3720,Canadian Solar,Half-Cut,150.0,36.0,0.79,0.04,0.11,1.28,0.59,0.76,51339
Mercury_100W_Monocrystalline_3721,Mercury,Monocrystalline,100.0,12.0,0.79,0.06,0.11,1.09,0.61,0.66,16484
Sukam_250W_Bifacial_3722,Sukam,Bifacial,250.0,36.0,0.79,0.05,0.11,1.51,0.99,1.49,46164
Prag_180W_Polycrystalline_3723,Prag,Polycrystalline,180.0,36.0,0.81,0.05,0.08,1.58,0.81,1.28,26698
Vsun Solar_90W_Monocrystalline_3724,Vsun Solar,Monocrystalline,90.0,24.0,0.79,0.05,0.09,1.14,0.56,0.64,22656
Trina Solar_220W_Bifacial_3725,Trina Solar,Bifacial,220.0,48.0,0.8,0.06,0.11,1.56,0.9,1.4,57481
Prag_70W_Monocrystalline_3726,Prag,Monocrystalline,70.0,12.0,0.8,0.06,0.12,1.28,0.63,0.81,16992
Auxano Solar_580W_Monocrystalline_3727,Auxano Solar,Monocrystalline,580.0,24.0,0.8,0.04,0.09,2.02,1.0,2.02,185850
JA Solar_450W_Bifacial_3728,JA Solar,Bifacial,450.0,36.0,0.79,0.04,0.1,1.94,1.0,1.94,157216
Vsun Solar_410W_Half-Cut_3729,Vsun Solar,Half-Cut,410.0,36.0,0.81,0.04,0.09,1.76,1.0,1.76,116513
Felicity_360W_Bifacial_3730,Felicity,Bifacial,360.0,36.0,0.8,0.06,0.11,1.77,1.0,1.77,83934
Sukam_340W_Half-Cut_3731,Sukam,Half-Cut,340.0,24.0,0.8,0.05,0.11,1.62,0.99,1.6,72892
Must_400W_Half-Cut_3732,Must,Half-Cut,400.0,36.0,0.79,0.05,0.1,1.83,0.99,1.81,61983
Renogy_210W_Bifacial_3733,Renogy,Bifacial,210.0,36.0,0.8,0.05,0.1,1.55,0.93,1.44,70719
Auxano Solar_360W_Half-Cut_3734,Auxano Solar,Half-Cut,360.0,48.0,0.8,0.05,0.1,1.73,1.0,1.73,123391
Trina Solar_200W_Monocrystalline_3735,Trina Solar,Monocrystalline,200.0,24.0,0.81,0.05,0.09,1.5,0.93,1.4,50803
Jinko Solar_330W_Monocrystalline_3736,Jinko Solar,Monocrystalline,330.0,24.0,0.81,0.06,0.09,1.65,0.98,1.62,114879
Auxano Solar_510W_Half-Cut_3737,Auxano Solar,Half-Cut,510.0,48.0,0.8,0.04,0.09,2.01,1.0,2.01,139825
JA Solar_250W_Polycrystalline_3738,JA Solar,Polycrystalline,250.0,24.0,0.81,0.06,0.12,1.53,0.81,1.24,99398
Jinko Solar_350W_Monocrystalline_3739,Jinko Solar,Monocrystalline,350.0,36.0,0.81,0.05,0.1,1.69,0.97,1.64,113142
Suntech_400W_Monocrystalline_3740,Suntech,Monocrystalline,400.0,12.0,0.8,0.05,0.11,1.85,0.99,1.83,166712
Vsun Solar_560W_Half-Cut_3741,Vsun Solar,Half-Cut,560.0,36.0,0.79,0.04,0.1,2.04,1.0,2.04,133112
Jinko Solar_340W_Half-Cut_3742,Jinko Solar,Half-Cut,340.0,12.0,0.79,0.06,0.09,1.61,0.97,1.56,82016
Sukam_380W_Monocrystalline_3743,Sukam,Monocrystalline,380.0,36.0,0.82,0.04,0.09,1.86,0.99,1.84,76997
Jinko Solar_130W_Bifacial_3744,Jinko Solar,Bifacial,130.0,24.0,0.8,0.06,0.11,1.26,0.57,0.72,31897
Auxano Solar_270W_Monocrystalline_3745,Auxano Solar,Monocrystalline,270.0,12.0,0.78,0.06,0.11,1.67,0.92,1.54,64568
Mercury_570W_Polycrystalline_3746,Mercury,Polycrystalline,570.0,36.0,0.79,0.05,0.1,2.02,1.0,2.02,138072
Must_570W_Polycrystalline_3747,Must,Polycrystalline,570.0,36.0,0.82,0.06,0.12,2.02,1.0,2.02,89071
Sukam_130W_Half-Cut_3748,Sukam,Half-Cut,130.0,36.0,0.8,0.06,0.09,1.04,0.6,0.62,20033
Canadian Solar_250W_Half-Cut_3749,Canadian Solar,Half-Cut,250.0,36.0,0.79,0.05,0.11,1.57,0.83,1.3,81158
Felicity_170W_Half-Cut_3750,Felicity,Half-Cut,170.0,12.0,0.79,0.04,0.11,1.6,0.83,1.33,28172
Prag_60W_Monocrystalline_3751,Prag,Monocrystalline,60.0,24.0,0.8,0.05,0.1,1.09,0.59,0.64,8528
LONGi Solar_230W_Monocrystalline_3752,LONGi Solar,Monocrystalline,230.0,12.0,0.8,0.05,0.1,1.53,0.95,1.45,73868
LONGi Solar_560W_Polycrystalline_3753,LONGi Solar,Polycrystalline,560.0,48.0,0.82,0.05,0.12,2.03,1.0,2.03,237265
Jinko Solar_90W_Bifacial_3754,Jinko Solar,Bifacial,90.0,36.0,0.81,0.06,0.1,1.24,0.52,0.64,27902
Must_330W_Bifacial_3755,Must,Bifacial,330.0,48.0,0.82,0.06,0.11,1.66,0.9,1.49,82312
Sukam_100W_Half-Cut_3756,Sukam,Half-Cut,100.0,12.0,0.78,0.06,0.12,1.28,0.61,0.78,20257
Auxano Solar_250W_Bifacial_3757,Auxano Solar,Bifacial,250.0,24.0,0.81,0.04,0.09,1.55,0.96,1.49,72220
Prag_50W_Monocrystalline_3758,Prag,Monocrystalline,50.0,36.0,0.8,0.06,0.08,1.12,0.58,0.65,10708
Vsun Solar_130W_Bifacial_3759,Vsun Solar,Bifacial,130.0,48.0,0.8,0.06,0.12,1.21,0.6,0.73,31694
Auxano Solar_540W_Polycrystalline_3760,Auxano Solar,Polycrystalline,540.0,12.0,0.8,0.05,0.08,2.02,1.0,2.02,158690
Trina Solar_580W_Bifacial_3761,Trina Solar,Bifacial,580.0,12.0,0.8,0.06,0.09,2.01,1.0,2.01,153056
Renogy_580W_Polycrystalline_3762,Renogy,Polycrystalline,580.0,24.0,0.8,0.04,0.11,2.01,1.0,2.01,258500
Renogy_410W_Monocrystalline_3763,Renogy,Monocrystalline,410.0,12.0,0.79,0.05,0.11,1.7,0.99,1.68,142682
